ticker,ex_date,dividend
EAST.ST,2023-08-21,0.2125
EAST.ST,2023-11-13,0.2125
EAST.ST,2024-01-22,0.2125
EAST.ST,2024-04-26,0.29
EAST.ST,2024-08-26,0.29
EAST.ST,2024-11-11,0.29
EAST.ST,2025-01-20,0.29
EAST.ST,2025-04-30,0.3
EAST.ST,2025-08-25,0.3
EAST.ST,2025-11-10,0.3
EAST.ST,2026-01-19,0.3
EAST.ST,2026-04-30,0.32
EKTA-B.ST,2005-09-22,0.55
EKTA-B.ST,2006-09-21,0.25
EKTA-B.ST,2007-09-26,0.25
EKTA-B.ST,2008-09-19,0.4375
EKTA-B.ST,2009-09-16,0.5
EKTA-B.ST,2010-09-22,0.75
EKTA-B.ST,2011-09-14,1.0
EKTA-B.ST,2012-09-05,1.25
EKTA-B.ST,2013-09-04,2.0
EKTA-B.ST,2014-08-29,2.0
EKTA-B.ST,2015-09-02,0.5
EKTA-B.ST,2016-09-02,0.25
EKTA-B.ST,2017-03-03,0.25
EKTA-B.ST,2017-08-24,0.5
EKTA-B.ST,2018-02-22,0.5
EKTA-B.ST,2018-08-31,0.7
EKTA-B.ST,2019-03-01,0.7
EKTA-B.ST,2019-08-23,0.9
EKTA-B.ST,2020-02-21,0.9
EKTA-B.ST,2020-08-27,0.9
EKTA-B.ST,2021-04-19,0.9
EKTA-B.ST,2021-08-26,1.1
EKTA-B.ST,2022-02-25,1.1
EKTA-B.ST,2022-08-26,1.2
EKTA-B.ST,2023-02-24,1.2
EKTA-B.ST,2023-08-25,1.2
EKTA-B.ST,2024-02-26,1.2
EKTA-B.ST,2024-09-06,1.2
EKTA-B.ST,2025-03-06,1.2
EKTA-B.ST,2025-09-05,1.2
EKTA-B.ST,2026-03-05,1.2
EPI-A.ST,2019-05-10,1.05
EPI-A.ST,2019-10-29,1.05
EPI-A.ST,2020-05-13,1.2
EPI-A.ST,2020-11-30,1.2
EPI-A.ST,2021-04-29,1.25
EPI-A.ST,2021-05-14,3.0
EPI-A.ST,2021-10-27,1.25
EPI-A.ST,2022-04-26,1.5
EPI-A.ST,2022-10-21,1.5
EPI-A.ST,2023-05-24,1.7
EPI-A.ST,2023-10-23,1.7
EPI-A.ST,2024-05-15,1.9
EPI-A.ST,2024-10-21,1.9
EPI-A.ST,2025-05-09,1.9
EPI-A.ST,2025-10-13,1.9
EPI-A.ST,2026-05-06,1.9
EPI-B.ST,2019-05-10,1.05
EPI-B.ST,2019-10-29,1.05
EPI-B.ST,2020-05-13,1.2
EPI-B.ST,2020-11-30,1.2
EPI-B.ST,2021-04-29,1.25
EPI-B.ST,2021-05-14,3.0
EPI-B.ST,2021-10-27,1.25
EPI-B.ST,2022-04-26,1.5
EPI-B.ST,2022-10-21,1.5
EPI-B.ST,2023-05-24,1.7
EPI-B.ST,2023-10-23,1.7
EPI-B.ST,2024-05-15,1.9
EPI-B.ST,2024-10-21,1.9
EPI-B.ST,2025-05-09,1.9
EPI-B.ST,2025-10-13,1.9
EPI-B.ST,2026-05-06,1.9
EQT.ST,2020-06-09,1.1
EQT.ST,2020-11-30,1.1
EQT.ST,2021-06-03,1.2
EQT.ST,2021-11-30,1.2
EQT.ST,2022-06-02,1.4
EQT.ST,2022-11-30,1.4
EQT.ST,2023-05-31,1.5
EQT.ST,2023-11-29,1.5
EQT.ST,2024-05-28,1.8
EQT.ST,2024-11-29,1.8
EQT.ST,2025-05-28,2.15
EQT.ST,2025-11-28,2.15
EQT.ST,2026-05-13,2.5
ERIC-B.ST,2000-04-03,1.805576
ERIC-B.ST,2001-03-29,1.805576
ERIC-B.ST,2005-04-07,1.25
ERIC-B.ST,2006-04-11,2.25
ERIC-B.ST,2007-04-12,2.5
ERIC-B.ST,2008-04-10,2.5
ERIC-B.ST,2009-04-23,1.85
ERIC-B.ST,2010-04-14,2.0
ERIC-B.ST,2011-04-14,2.25
ERIC-B.ST,2012-05-04,2.5
ERIC-B.ST,2013-04-10,2.75
ERIC-B.ST,2014-04-14,3.0
ERIC-B.ST,2015-04-15,3.4
ERIC-B.ST,2016-04-14,3.7
ERIC-B.ST,2017-03-30,1.0
ERIC-B.ST,2018-03-29,1.0
ERIC-B.ST,2019-03-28,1.0
ERIC-B.ST,2020-04-01,0.75
ERIC-B.ST,2020-10-01,0.75
ERIC-B.ST,2021-03-31,1.0
ERIC-B.ST,2021-09-30,1.0
ERIC-B.ST,2022-03-30,1.25
ERIC-B.ST,2022-09-29,1.25
ERIC-B.ST,2023-03-30,1.35
ERIC-B.ST,2023-09-28,1.35
ERIC-B.ST,2024-04-04,1.35
ERIC-B.ST,2024-10-01,1.35
ERIC-B.ST,2025-03-26,1.43
