ticker,report_period,report_date,eps_ttm,currency
MCAP.ST,2023-Q1,,8.2844,SEK
MCAP.ST,2023-Q2,,10.0146,SEK
MCAP.ST,2023-Q3,,10.12,SEK
MCAP.ST,2023-Q4,,11.5821,SEK
MCAP.ST,2024-Q1,,13.6667,SEK
MCAP.ST,2024-Q2,,14.3198,SEK
MCAP.ST,2024-Q3,,15.2793,SEK
MCAP.ST,2025-Q1,,13.5022,SEK
MCAP.ST,2025-Q2,,13.2672,SEK
MCAP.ST,2025-Q3,,13.1438,SEK
MCAP.ST,2025-Q4,,14.6503,SEK
MCAP.ST,2026-Q1,,15.0071,SEK
MCOV-B.ST,2024-Q1,,0.15,EUR
MCOV-B.ST,2024-Q2,,0.15,EUR
MCOV-B.ST,2024-Q3,,0.13,EUR
MSAB-B.ST,2018-Q3,,1.8654,SEK
MSAB-B.ST,2018-Q4,,1.51,SEK
MSAB-B.ST,2019-Q1,,1.0378,SEK
MSAB-B.ST,2019-Q2,,0.3822,SEK
MSAB-B.ST,2019-Q3,,0.6166,SEK
MSAB-B.ST,2019-Q4,,0.2816,SEK
MSAB-B.ST,2020-Q1,,0.0596,SEK
MSAB-B.ST,2020-Q2,,1.2075,SEK
MSAB-B.ST,2020-Q3,,1.332,SEK
MSAB-B.ST,2020-Q4,,0.8826,SEK
MSAB-B.ST,2021-Q1,,1.6948,SEK
MSAB-B.ST,2021-Q2,,0.9746,SEK
MSAB-B.ST,2021-Q3,,0.823,SEK
MSAB-B.ST,2021-Q4,,1.8897,SEK
MSAB-B.ST,2022-Q1,,1.6132,SEK
MSAB-B.ST,2022-Q2,,1.9165,SEK
MSAB-B.ST,2022-Q3,,1.2775,SEK
MSAB-B.ST,2022-Q4,,0.931,SEK
MSAB-B.ST,2023-Q1,,1.2183,SEK
MSAB-B.ST,2023-Q2,,1.2291,SEK
MSAB-B.ST,2024-Q3,,0.7579,SEK
MSAB-B.ST,2025-Q3,,2.292,SEK
MTG-B.ST,2018-Q3,,8.1152,SEK
MTG-B.ST,2018-Q4,,13.6017,SEK
MTG-B.ST,2019-Q1,,12.3626,SEK
MTG-B.ST,2019-Q2,,6.6096,SEK
MTG-B.ST,2019-Q3,,3.0361,SEK
MTG-B.ST,2019-Q4,,-6.4334,SEK
MTG-B.ST,2020-Q1,,-8.7188,SEK
MTG-B.ST,2020-Q2,,-8.0886,SEK
MTG-B.ST,2020-Q3,,-7.432,SEK
MTG-B.ST,2020-Q4,,-3.0069,SEK
MTG-B.ST,2021-Q1,,-2.0764,SEK
MTG-B.ST,2021-Q2,,-1.426,SEK
MTG-B.ST,2021-Q3,,-0.1482,SEK
MTG-B.ST,2021-Q4,,-3.6692,SEK
MTG-B.ST,2022-Q1,,-5.126,SEK
MTG-B.ST,2022-Q2,,-10.2183,SEK
MTG-B.ST,2022-Q3,,-7.8785,SEK
MYCR.ST,2018-Q3,,4.5624,SEK
MYCR.ST,2018-Q4,,4.0285,SEK
MYCR.ST,2019-Q1,,4.9047,SEK
MYCR.ST,2019-Q2,,5.2601,SEK
MYCR.ST,2019-Q3,,4.2373,SEK
MYCR.ST,2019-Q4,,4.3682,SEK
MYCR.ST,2020-Q1,,2.9714,SEK
MYCR.ST,2020-Q2,,2.8203,SEK
MYCR.ST,2020-Q3,,3.4263,SEK
MYCR.ST,2020-Q4,,3.5452,SEK
MYCR.ST,2021-Q1,,5.342,SEK
MYCR.ST,2021-Q2,,5.1741,SEK
MYCR.ST,2021-Q3,,4.2283,SEK
MYCR.ST,2021-Q4,,4.239,SEK
MYCR.ST,2022-Q1,,3.0877,SEK
MYCR.ST,2022-Q2,,3.0626,SEK
MYCR.ST,2022-Q3,,3.432,SEK
MYCR.ST,2022-Q4,,3.801,SEK
MYCR.ST,2023-Q1,,3.7191,SEK
MYCR.ST,2023-Q2,,3.5091,SEK
MYCR.ST,2023-Q3,,3.7802,SEK
MYCR.ST,2023-Q4,,5.1113,SEK
MYCR.ST,2024-Q2,,7.6369,SEK
MYCR.ST,2024-Q3,,8.8818,SEK
MYCR.ST,2024-Q4,,8.6255,SEK
NEWA-B.ST,2018-Q3,,2.6259,SEK
NEWA-B.ST,2018-Q4,,2.739,SEK
NEWA-B.ST,2019-Q1,,2.8925,SEK
NEWA-B.ST,2019-Q2,,3.3673,SEK
NEWA-B.ST,2019-Q3,,3.4118,SEK
NEWA-B.ST,2019-Q4,,3.4676,SEK
NEWA-B.ST,2020-Q1,,2.9943,SEK
NEWA-B.ST,2020-Q2,,2.273,SEK
NEWA-B.ST,2020-Q3,,2.4539,SEK
NEWA-B.ST,2020-Q4,,2.7546,SEK
NEWA-B.ST,2021-Q1,,3.5422,SEK
NEWA-B.ST,2021-Q2,,5.8295,SEK
NEWA-B.ST,2021-Q3,,6.4091,SEK
NEWA-B.ST,2021-Q4,,7.1499,SEK
NMAN.ST,2018-Q3,,5.3267,SEK
NMAN.ST,2018-Q4,,5.7964,SEK
