ticker,metric,as_of_date,value,currency_code,current_trailing_eps,is_latest_metric_row
BORG.ST,quarterlyBasicEPS,2025-09-30,1.47,SEK,3.7,False
BORG.ST,quarterlyBasicEPS,2025-12-31,0.61,SEK,3.7,False
BORG.ST,quarterlyBasicEPS,2026-03-31,1.47,SEK,3.7,True
BORG.ST,quarterlyDilutedEPS,2024-12-31,0.4,SEK,3.7,False
BORG.ST,quarterlyDilutedEPS,2025-03-31,1.43,SEK,3.7,False
BORG.ST,quarterlyDilutedEPS,2025-06-30,0.16,SEK,3.7,False
BORG.ST,quarterlyDilutedEPS,2025-09-30,1.47,SEK,3.7,False
BORG.ST,quarterlyDilutedEPS,2025-12-31,0.61,SEK,3.7,False
BORG.ST,quarterlyDilutedEPS,2026-03-31,1.47,SEK,3.7,True
BORG.ST,trailingBasicEPS,2023-09-30,2.64,SEK,3.7,False
BORG.ST,trailingBasicEPS,2023-12-31,3.02,SEK,3.7,False
BORG.ST,trailingBasicEPS,2024-03-31,2.87,SEK,3.7,False
BORG.ST,trailingBasicEPS,2024-06-30,2.97,SEK,3.7,False
BORG.ST,trailingBasicEPS,2024-09-30,3.08,SEK,3.7,False
BORG.ST,trailingBasicEPS,2024-12-31,2.89,SEK,3.7,False
BORG.ST,trailingBasicEPS,2025-03-31,3.48,SEK,3.7,False
BORG.ST,trailingBasicEPS,2025-06-30,3.38,SEK,3.7,False
BORG.ST,trailingBasicEPS,2025-09-30,3.45,SEK,3.7,False
BORG.ST,trailingBasicEPS,2025-12-31,3.66,SEK,3.7,False
BORG.ST,trailingBasicEPS,2026-03-31,3.7,SEK,3.7,True
BORG.ST,trailingDilutedEPS,2023-09-30,2.64,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2023-12-31,3.02,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2024-03-31,2.87,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2024-06-30,2.97,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2024-09-30,3.08,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2024-12-31,2.89,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2025-03-31,3.48,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2025-06-30,3.38,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2025-09-30,3.45,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2025-12-31,3.66,SEK,3.7,False
BORG.ST,trailingDilutedEPS,2026-03-31,3.7,SEK,3.7,True
BRAV.ST,quarterlyBasicEPS,2024-12-31,2.07,SEK,6.85,False
BRAV.ST,quarterlyBasicEPS,2025-03-31,1.11,SEK,6.85,False
BRAV.ST,quarterlyBasicEPS,2025-06-30,1.31,SEK,6.85,False
BRAV.ST,quarterlyBasicEPS,2025-12-31,2.41,SEK,6.85,False
BRAV.ST,quarterlyBasicEPS,2026-03-31,1.17,SEK,6.85,False
BRAV.ST,quarterlyBasicEPS,2026-06-30,2.1,SEK,6.85,True
BRAV.ST,quarterlyDilutedEPS,2024-12-31,2.06,SEK,6.85,False
BRAV.ST,quarterlyDilutedEPS,2025-03-31,1.11,SEK,6.85,False
BRAV.ST,quarterlyDilutedEPS,2025-06-30,1.31,SEK,6.85,False
BRAV.ST,quarterlyDilutedEPS,2025-12-31,2.41,SEK,6.85,False
BRAV.ST,quarterlyDilutedEPS,2026-03-31,1.17,SEK,6.85,False
BRAV.ST,quarterlyDilutedEPS,2026-06-30,2.1,SEK,6.85,True
BRAV.ST,trailingBasicEPS,2023-09-30,6.41,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2023-12-31,6.02,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2024-03-31,5.68,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2024-06-30,5.39,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2024-09-30,5.14,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2024-12-31,5.17,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2025-03-31,5.3,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2025-06-30,5.45,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2025-12-31,6.02,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2026-03-31,6.08,SEK,6.85,False
BRAV.ST,trailingBasicEPS,2026-06-30,6.86,SEK,6.85,True
BRAV.ST,trailingDilutedEPS,2023-09-30,6.4,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2023-12-31,6.0,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2024-03-31,5.66,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2024-06-30,5.37,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2024-09-30,5.12,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2024-12-31,5.16,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2025-03-31,5.29,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2025-06-30,5.44,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2025-12-31,6.01,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2026-03-31,6.07,SEK,6.85,False
BRAV.ST,trailingDilutedEPS,2026-06-30,6.85,SEK,6.85,True
BTS-B.ST,quarterlyBasicEPS,2024-12-31,4.3,SEK,6.98,False
BTS-B.ST,quarterlyBasicEPS,2025-03-31,1.33,SEK,6.98,False
BTS-B.ST,quarterlyBasicEPS,2025-06-30,2.03,SEK,6.98,False
BTS-B.ST,quarterlyBasicEPS,2025-09-30,0.69,SEK,6.98,False
BTS-B.ST,quarterlyBasicEPS,2025-12-31,2.84,SEK,6.98,False
BTS-B.ST,quarterlyBasicEPS,2026-03-31,1.42,SEK,6.98,True
BTS-B.ST,quarterlyDilutedEPS,2024-12-31,4.3,SEK,6.98,False
BTS-B.ST,quarterlyDilutedEPS,2025-03-31,1.33,SEK,6.98,False
BTS-B.ST,quarterlyDilutedEPS,2025-06-30,2.026415,SEK,6.98,False
BTS-B.ST,quarterlyDilutedEPS,2025-09-30,0.69,SEK,6.98,False
BTS-B.ST,quarterlyDilutedEPS,2025-12-31,2.84,SEK,6.98,False
BTS-B.ST,quarterlyDilutedEPS,2026-03-31,1.42,SEK,6.98,True
BTS-B.ST,trailingBasicEPS,2023-09-30,8.91,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2023-12-31,11.08,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2024-03-31,12.66,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2024-06-30,12.64,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2024-09-30,21.3,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2024-12-31,19.93,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2025-03-31,18.51,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2025-06-30,17.42,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2025-09-30,8.34,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2025-12-31,6.89,SEK,6.98,False
BTS-B.ST,trailingBasicEPS,2026-03-31,6.98,SEK,6.98,True
BTS-B.ST,trailingDilutedEPS,2023-09-30,8.91,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2023-12-31,11.08,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2024-03-31,12.66,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2024-06-30,12.64,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2024-09-30,21.3,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2024-12-31,19.93,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2025-03-31,18.51,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2025-06-30,17.42,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2025-09-30,8.34,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2025-12-31,6.89,SEK,6.98,False
BTS-B.ST,trailingDilutedEPS,2026-03-31,6.98,SEK,6.98,True
CAST.ST,quarterlyBasicEPS,2024-12-31,4.04,SEK,5.59,False
CAST.ST,quarterlyBasicEPS,2025-03-31,0.0,SEK,5.59,False
CAST.ST,quarterlyBasicEPS,2025-06-30,0.38,SEK,5.59,False
CAST.ST,quarterlyBasicEPS,2025-12-31,-0.23,SEK,5.59,False
CAST.ST,quarterlyBasicEPS,2026-03-31,2.66,SEK,5.59,False
CAST.ST,quarterlyBasicEPS,2026-06-30,1.37,SEK,5.59,True
CAST.ST,quarterlyDilutedEPS,2024-12-31,4.04,SEK,5.59,False
CAST.ST,quarterlyDilutedEPS,2025-03-31,0.0,SEK,5.59,False
CAST.ST,quarterlyDilutedEPS,2025-06-30,0.38,SEK,5.59,False
CAST.ST,quarterlyDilutedEPS,2025-12-31,-0.23,SEK,5.59,False
CAST.ST,quarterlyDilutedEPS,2026-03-31,2.66,SEK,5.59,False
CAST.ST,quarterlyDilutedEPS,2026-06-30,1.37,SEK,5.59,True
CAST.ST,trailingBasicEPS,2023-09-30,-23.756163,SEK,5.59,False
CAST.ST,trailingBasicEPS,2023-12-31,-25.68,SEK,5.59,False
CAST.ST,trailingBasicEPS,2024-03-31,-15.04,SEK,5.59,False
CAST.ST,trailingBasicEPS,2024-06-30,-16.56,SEK,5.59,False
CAST.ST,trailingBasicEPS,2024-09-30,-12.86,SEK,5.59,False
CAST.ST,trailingBasicEPS,2024-12-31,4.79,SEK,5.59,False
CAST.ST,trailingBasicEPS,2025-03-31,5.16,SEK,5.59,False
CAST.ST,trailingBasicEPS,2025-06-30,5.39,SEK,5.59,False
CAST.ST,trailingBasicEPS,2025-12-31,1.91,SEK,5.59,False
CAST.ST,trailingBasicEPS,2026-03-31,4.57,SEK,5.59,False
CAST.ST,trailingBasicEPS,2026-06-30,5.59,SEK,5.59,True
CAST.ST,trailingDilutedEPS,2023-09-30,-23.756163,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2023-12-31,-25.68,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2024-03-31,-15.04,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2024-06-30,-16.56,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2024-09-30,-12.86,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2024-12-31,4.79,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2025-03-31,5.16,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2025-06-30,5.39,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2025-12-31,1.91,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2026-03-31,4.57,SEK,5.59,False
CAST.ST,trailingDilutedEPS,2026-06-30,5.59,SEK,5.59,True
CATE.ST,quarterlyBasicEPS,2024-12-31,8.02,SEK,34.05,False
CATE.ST,quarterlyBasicEPS,2025-03-31,7.06,SEK,34.05,False
CATE.ST,quarterlyBasicEPS,2025-06-30,4.05,SEK,34.05,False
CATE.ST,quarterlyBasicEPS,2025-12-31,8.55,SEK,34.05,False
CATE.ST,quarterlyBasicEPS,2026-03-31,7.15,SEK,34.05,False
CATE.ST,quarterlyBasicEPS,2026-06-30,10.73,SEK,34.05,True
CATE.ST,quarterlyDilutedEPS,2024-12-31,8.02,SEK,34.05,False
CATE.ST,quarterlyDilutedEPS,2025-03-31,7.06,SEK,34.05,False
CATE.ST,quarterlyDilutedEPS,2025-06-30,4.05,SEK,34.05,False
CATE.ST,quarterlyDilutedEPS,2025-12-31,8.55,SEK,34.05,False
CATE.ST,quarterlyDilutedEPS,2026-03-31,7.15,SEK,34.05,False
CATE.ST,quarterlyDilutedEPS,2026-06-30,10.73,SEK,34.05,True
CATE.ST,trailingBasicEPS,2023-09-30,-0.46,SEK,34.05,False
CATE.ST,trailingBasicEPS,2024-03-31,30.99,SEK,34.05,False
CATE.ST,trailingBasicEPS,2024-06-30,27.33,SEK,34.05,False
CATE.ST,trailingBasicEPS,2024-09-30,27.31,SEK,34.05,False
CATE.ST,trailingBasicEPS,2024-12-31,19.36,SEK,34.05,False
CATE.ST,trailingBasicEPS,2025-03-31,24.07,SEK,34.05,False
CATE.ST,trailingBasicEPS,2025-06-30,23.58,SEK,34.05,False
CATE.ST,trailingBasicEPS,2025-12-31,27.24,SEK,34.05,False
CATE.ST,trailingBasicEPS,2026-03-31,27.33,SEK,34.05,False
CATE.ST,trailingBasicEPS,2026-06-30,34.05,SEK,34.05,True
CATE.ST,trailingDilutedEPS,2023-09-30,-0.46,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2024-03-31,30.99,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2024-06-30,27.33,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2024-09-30,27.31,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2024-12-31,19.36,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2025-03-31,24.07,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2025-06-30,23.58,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2025-12-31,27.24,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2026-03-31,27.33,SEK,34.05,False
CATE.ST,trailingDilutedEPS,2026-06-30,34.05,SEK,34.05,True
CIBUS.ST,quarterlyBasicEPS,2024-12-31,0.03,EUR,1.03,False
CIBUS.ST,quarterlyBasicEPS,2025-03-31,0.42,EUR,1.03,False
CIBUS.ST,quarterlyBasicEPS,2025-06-30,0.17,EUR,1.03,False
CIBUS.ST,quarterlyBasicEPS,2025-12-31,0.33,EUR,1.03,False
CIBUS.ST,quarterlyBasicEPS,2026-03-31,0.3,EUR,1.03,False
CIBUS.ST,quarterlyBasicEPS,2026-06-30,0.18,EUR,1.03,True
CIBUS.ST,quarterlyDilutedEPS,2024-12-31,0.03,EUR,1.03,False
CIBUS.ST,quarterlyDilutedEPS,2025-03-31,0.42,EUR,1.03,False
CIBUS.ST,quarterlyDilutedEPS,2025-06-30,0.17,EUR,1.03,False
CIBUS.ST,quarterlyDilutedEPS,2025-12-31,0.33,EUR,1.03,False
CIBUS.ST,quarterlyDilutedEPS,2026-03-31,0.3,EUR,1.03,False
CIBUS.ST,quarterlyDilutedEPS,2026-06-30,0.18,EUR,1.03,True
CIBUS.ST,trailingBasicEPS,2023-09-30,-0.01,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2024-03-31,-0.52,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2024-06-30,-0.55,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2024-09-30,-0.8,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2024-12-31,-0.12,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2025-03-31,0.38,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2025-06-30,0.51,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2025-12-31,1.14,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2026-03-31,1.02,EUR,1.03,False
CIBUS.ST,trailingBasicEPS,2026-06-30,1.03,EUR,1.03,True
CIBUS.ST,trailingDilutedEPS,2023-09-30,-0.01,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2024-03-31,-0.52,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2024-06-30,-0.55,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2024-09-30,-0.8,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2024-12-31,-0.12,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2025-03-31,0.38,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2025-06-30,0.51,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2025-12-31,1.14,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2026-03-31,1.02,EUR,1.03,False
CIBUS.ST,trailingDilutedEPS,2026-06-30,1.03,EUR,1.03,True
CLA-B.ST,quarterlyBasicEPS,2024-12-31,0.55,SEK,2.98,False
CLA-B.ST,quarterlyBasicEPS,2025-03-31,0.89,SEK,2.98,False
CLA-B.ST,quarterlyBasicEPS,2025-06-30,0.41,SEK,2.98,False
CLA-B.ST,quarterlyBasicEPS,2025-12-31,0.82,SEK,2.98,False
CLA-B.ST,quarterlyBasicEPS,2026-03-31,0.74,SEK,2.98,False
CLA-B.ST,quarterlyBasicEPS,2026-06-30,0.77,SEK,2.98,True
CLA-B.ST,quarterlyDilutedEPS,2024-12-31,0.55,SEK,2.98,False
CLA-B.ST,quarterlyDilutedEPS,2025-03-31,0.89,SEK,2.98,False
CLA-B.ST,quarterlyDilutedEPS,2025-06-30,0.41,SEK,2.98,False
CLA-B.ST,quarterlyDilutedEPS,2025-12-31,0.82,SEK,2.98,False
CLA-B.ST,quarterlyDilutedEPS,2026-03-31,0.74,SEK,2.98,False
CLA-B.ST,quarterlyDilutedEPS,2026-06-30,0.77,SEK,2.98,True
CLA-B.ST,trailingBasicEPS,2023-09-30,1.43,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2023-12-31,1.53,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2024-03-31,1.67,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2024-06-30,1.71,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2024-09-30,1.6,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2024-12-31,1.67,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2025-03-31,2.19,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2025-06-30,2.31,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2025-12-31,2.78,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2026-03-31,2.63,SEK,2.98,False
CLA-B.ST,trailingBasicEPS,2026-06-30,2.98,SEK,2.98,True
CLA-B.ST,trailingDilutedEPS,2023-09-30,1.43,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2023-12-31,1.53,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2024-03-31,1.67,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2024-06-30,1.71,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2024-09-30,1.6,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2024-12-31,1.67,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2025-03-31,2.19,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2025-06-30,2.31,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2025-12-31,2.78,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2026-03-31,2.63,SEK,2.98,False
CLA-B.ST,trailingDilutedEPS,2026-06-30,2.98,SEK,2.98,True
CLAS-B.ST,quarterlyBasicEPS,2025-01-31,6.72,SEK,18.29,False
CLAS-B.ST,quarterlyBasicEPS,2025-04-30,1.26,SEK,18.29,False
CLAS-B.ST,quarterlyBasicEPS,2025-07-31,3.27,SEK,18.29,False
CLAS-B.ST,quarterlyBasicEPS,2025-10-31,4.85,SEK,18.29,False
CLAS-B.ST,quarterlyBasicEPS,2026-01-31,8.09,SEK,18.29,False
CLAS-B.ST,quarterlyBasicEPS,2026-04-30,2.18,SEK,18.29,True
CLAS-B.ST,quarterlyDilutedEPS,2025-01-31,6.68,SEK,18.29,False
CLAS-B.ST,quarterlyDilutedEPS,2025-04-30,1.25,SEK,18.29,False
CLAS-B.ST,quarterlyDilutedEPS,2025-07-31,3.25,SEK,18.29,False
CLAS-B.ST,quarterlyDilutedEPS,2025-10-31,4.83,SEK,18.29,False
CLAS-B.ST,quarterlyDilutedEPS,2026-01-31,8.04,SEK,18.29,False
CLAS-B.ST,quarterlyDilutedEPS,2026-04-30,2.17,SEK,18.29,True
CLAS-B.ST,trailingBasicEPS,2023-10-31,4.45,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2024-01-31,7.03,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2024-04-30,8.03,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2024-07-31,10.75,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2024-10-31,11.64,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2025-01-31,13.29,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2025-04-30,13.91,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2025-07-31,14.88,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2025-10-31,16.11,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2026-01-31,17.48,SEK,18.29,False
CLAS-B.ST,trailingBasicEPS,2026-04-30,18.4,SEK,18.29,True
CLAS-B.ST,trailingDilutedEPS,2023-10-31,4.45,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2024-01-31,7.01,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2024-04-30,8.01,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2024-07-31,10.73,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2024-10-31,11.61,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2025-01-31,13.22,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2025-04-30,13.82,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2025-07-31,14.77,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2025-10-31,15.98,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2026-01-31,17.36,SEK,18.29,False
CLAS-B.ST,trailingDilutedEPS,2026-04-30,18.29,SEK,18.29,True
COOR.ST,quarterlyBasicEPS,2024-12-31,-0.1,SEK,2.8,False
COOR.ST,quarterlyBasicEPS,2025-03-31,0.5,SEK,2.8,False
COOR.ST,quarterlyBasicEPS,2025-06-30,0.7,SEK,2.8,False
COOR.ST,quarterlyBasicEPS,2025-12-31,0.6,SEK,2.8,False
COOR.ST,quarterlyBasicEPS,2026-03-31,0.7,SEK,2.8,False
COOR.ST,quarterlyBasicEPS,2026-06-30,0.9,SEK,2.8,True
COOR.ST,quarterlyDilutedEPS,2024-12-31,-0.1,SEK,2.8,False
COOR.ST,quarterlyDilutedEPS,2025-03-31,0.5,SEK,2.8,False
COOR.ST,quarterlyDilutedEPS,2025-06-30,0.7,SEK,2.8,False
COOR.ST,quarterlyDilutedEPS,2025-12-31,0.6,SEK,2.8,False
COOR.ST,quarterlyDilutedEPS,2026-03-31,0.7,SEK,2.8,False
COOR.ST,quarterlyDilutedEPS,2026-06-30,0.9,SEK,2.8,True
COOR.ST,trailingBasicEPS,2023-09-30,1.89,SEK,2.8,False
COOR.ST,trailingBasicEPS,2023-12-31,1.64,SEK,2.8,False
COOR.ST,trailingBasicEPS,2024-03-31,1.74,SEK,2.8,False
COOR.ST,trailingBasicEPS,2024-06-30,1.94,SEK,2.8,False
COOR.ST,trailingBasicEPS,2024-09-30,1.78,SEK,2.8,False
COOR.ST,trailingBasicEPS,2024-12-31,1.3,SEK,2.8,False
COOR.ST,trailingBasicEPS,2025-03-31,1.13,SEK,2.8,False
COOR.ST,trailingBasicEPS,2025-06-30,1.26,SEK,2.8,False
COOR.ST,trailingBasicEPS,2025-12-31,2.3,SEK,2.8,False
COOR.ST,trailingBasicEPS,2026-03-31,2.5,SEK,2.8,False
COOR.ST,trailingBasicEPS,2026-06-30,2.8,SEK,2.8,True
COOR.ST,trailingDilutedEPS,2023-09-30,1.89,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2023-12-31,1.64,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2024-03-31,1.74,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2024-06-30,1.94,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2024-09-30,1.78,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2024-12-31,1.3,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2025-03-31,1.13,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2025-06-30,1.26,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2025-12-31,2.3,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2026-03-31,2.5,SEK,2.8,False
COOR.ST,trailingDilutedEPS,2026-06-30,2.8,SEK,2.8,True
CTT.ST,quarterlyBasicEPS,2024-12-31,1.93,SEK,2.92,False
CTT.ST,quarterlyBasicEPS,2025-03-31,0.3,SEK,2.92,False
CTT.ST,quarterlyBasicEPS,2025-06-30,1.19,SEK,2.92,False
CTT.ST,quarterlyBasicEPS,2025-12-31,0.45,SEK,2.92,False
CTT.ST,quarterlyBasicEPS,2026-03-31,0.53,SEK,2.92,False
CTT.ST,quarterlyBasicEPS,2026-06-30,0.79,SEK,2.92,True
CTT.ST,quarterlyDilutedEPS,2024-12-31,1.93,SEK,2.92,False
CTT.ST,quarterlyDilutedEPS,2025-03-31,0.3,SEK,2.92,False
CTT.ST,quarterlyDilutedEPS,2025-06-30,1.19,SEK,2.92,False
CTT.ST,quarterlyDilutedEPS,2025-12-31,0.45,SEK,2.92,False
CTT.ST,quarterlyDilutedEPS,2026-03-31,0.53,SEK,2.92,False
CTT.ST,quarterlyDilutedEPS,2026-06-30,0.79,SEK,2.92,True
CTT.ST,trailingBasicEPS,2023-09-30,6.85,SEK,2.92,False
CTT.ST,trailingBasicEPS,2024-03-31,8.15,SEK,2.92,False
CTT.ST,trailingBasicEPS,2024-06-30,8.13,SEK,2.92,False
CTT.ST,trailingBasicEPS,2024-09-30,7.08,SEK,2.92,False
CTT.ST,trailingBasicEPS,2024-12-31,6.82,SEK,2.92,False
CTT.ST,trailingBasicEPS,2025-03-31,5.16,SEK,2.92,False
CTT.ST,trailingBasicEPS,2025-06-30,4.38,SEK,2.92,False
CTT.ST,trailingBasicEPS,2025-12-31,3.08,SEK,2.92,False
CTT.ST,trailingBasicEPS,2026-03-31,3.31,SEK,2.92,False
CTT.ST,trailingBasicEPS,2026-06-30,2.92,SEK,2.92,True
CTT.ST,trailingDilutedEPS,2023-09-30,6.85,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2024-03-31,8.15,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2024-06-30,8.13,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2024-09-30,7.08,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2024-12-31,6.82,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2025-03-31,5.16,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2025-06-30,4.38,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2025-12-31,3.08,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2026-03-31,3.31,SEK,2.92,False
CTT.ST,trailingDilutedEPS,2026-06-30,2.92,SEK,2.92,True
DIOS.ST,quarterlyBasicEPS,2024-12-31,2.3,SEK,7.97,False
DIOS.ST,quarterlyBasicEPS,2025-03-31,1.14,SEK,7.97,False
DIOS.ST,quarterlyBasicEPS,2025-06-30,0.05,SEK,7.97,False
DIOS.ST,quarterlyBasicEPS,2025-12-31,2.37,SEK,7.97,False
DIOS.ST,quarterlyBasicEPS,2026-03-31,1.77,SEK,7.97,False
DIOS.ST,quarterlyBasicEPS,2026-06-30,1.7,SEK,7.97,True
DIOS.ST,quarterlyDilutedEPS,2024-12-31,2.3,SEK,7.97,False
DIOS.ST,quarterlyDilutedEPS,2025-03-31,1.14,SEK,7.97,False
DIOS.ST,quarterlyDilutedEPS,2025-06-30,0.05,SEK,7.97,False
DIOS.ST,quarterlyDilutedEPS,2025-12-31,2.37,SEK,7.97,False
DIOS.ST,quarterlyDilutedEPS,2026-03-31,1.77,SEK,7.97,False
DIOS.ST,quarterlyDilutedEPS,2026-06-30,1.7,SEK,7.97,True
DIOS.ST,trailingBasicEPS,2023-09-30,-1.95,SEK,7.97,False
DIOS.ST,trailingBasicEPS,2023-12-31,-6.01,SEK,7.97,False
