ticker,report_period,report_date,gap_position,previous_comparable_period,previous_comparable_date,next_comparable_period,next_comparable_date,days_from_previous,days_to_next,stale_window_days,reference_eps_ttm,currency,recommended_action
ALIG.ST,2018-Q3,2018-10-25,leading,,,2023-Q3,2023-10-24,,1825,,4.0016,SEK,optional_backfill_requires_verified_source
ALIG.ST,2018-Q4,2019-02-22,leading,,,2023-Q3,2023-10-24,,1705,,4.7395,SEK,optional_backfill_requires_verified_source
ALIG.ST,2019-Q1,2019-04-26,leading,,,2023-Q3,2023-10-24,,1642,,5.3756,SEK,optional_backfill_requires_verified_source
ALIG.ST,2019-Q2,2019-08-21,leading,,,2023-Q3,2023-10-24,,1525,,5.7799,SEK,optional_backfill_requires_verified_source
ALIG.ST,2019-Q3,2019-10-23,leading,,,2023-Q3,2023-10-24,,1462,,6.2184,SEK,optional_backfill_requires_verified_source
ALIG.ST,2019-Q4,2020-02-21,leading,,,2023-Q3,2023-10-24,,1341,,5.4509,SEK,optional_backfill_requires_verified_source
ALIG.ST,2020-Q1,2020-04-24,leading,,,2023-Q3,2023-10-24,,1278,,4.6644,SEK,optional_backfill_requires_verified_source
ALIG.ST,2020-Q2,2020-07-23,leading,,,2023-Q3,2023-10-24,,1188,,3.8714,SEK,optional_backfill_requires_verified_source
ALIG.ST,2020-Q3,2020-10-22,leading,,,2023-Q3,2023-10-24,,1097,,3.0592,SEK,optional_backfill_requires_verified_source
ALIG.ST,2020-Q4,2021-02-11,leading,,,2023-Q3,2023-10-24,,985,,2.5325,SEK,optional_backfill_requires_verified_source
ALIG.ST,2021-Q1,2021-04-22,leading,,,2023-Q3,2023-10-24,,915,,2.8249,SEK,optional_backfill_requires_verified_source
ALIG.ST,2021-Q2,2021-07-20,leading,,,2023-Q3,2023-10-24,,826,,3.2089,SEK,optional_backfill_requires_verified_source
ALIG.ST,2021-Q3,2021-10-21,leading,,,2023-Q3,2023-10-24,,733,,3.6746,SEK,optional_backfill_requires_verified_source
ALIG.ST,2021-Q4,2022-02-10,leading,,,2023-Q3,2023-10-24,,621,,4.2657,SEK,optional_backfill_requires_verified_source
ALIG.ST,2022-Q1,2022-04-27,leading,,,2023-Q3,2023-10-24,,545,,4.3722,SEK,optional_backfill_requires_verified_source
ALIG.ST,2022-Q2,2022-07-19,leading,,,2023-Q3,2023-10-24,,462,,4.6492,SEK,optional_backfill_requires_verified_source
ALIG.ST,2022-Q3,2022-10-20,leading,,,2023-Q3,2023-10-24,,369,,4.6869,SEK,optional_backfill_requires_verified_source
ALIG.ST,2022-Q4,2023-02-17,leading,,,2023-Q3,2023-10-24,,249,,5.2196,SEK,optional_backfill_requires_verified_source
ALIG.ST,2023-Q1,2023-05-03,leading,,,2023-Q3,2023-10-24,,174,,5.4016,SEK,optional_backfill_requires_verified_source
ALIG.ST,2023-Q2,2023-07-20,leading,,,2023-Q3,2023-10-24,,96,,5.2562,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2018-Q3,2018-10-22,leading,,,2023-Q3,2023-10-19,,1823,,0.4703,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2018-Q4,2019-02-04,leading,,,2023-Q3,2023-10-19,,1718,,1.0761,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2019-Q1,2019-05-07,leading,,,2023-Q3,2023-10-19,,1626,,1.2633,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2019-Q2,2019-07-18,leading,,,2023-Q3,2023-10-19,,1554,,1.2968,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2019-Q3,2019-10-22,leading,,,2023-Q3,2023-10-19,,1458,,1.252,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2019-Q4,2020-02-04,leading,,,2023-Q3,2023-10-19,,1353,,1.4796,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2020-Q1,2020-04-27,leading,,,2023-Q3,2023-10-19,,1270,,1.498,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2020-Q2,2020-07-17,leading,,,2023-Q3,2023-10-19,,1189,,1.553,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2020-Q3,2020-10-28,leading,,,2023-Q3,2023-10-19,,1086,,1.8725,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2020-Q4,2021-02-03,leading,,,2023-Q3,2023-10-19,,988,,1.9312,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2021-Q1,2021-04-27,leading,,,2023-Q3,2023-10-19,,905,,2.1809,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2021-Q2,2021-07-15,leading,,,2023-Q3,2023-10-19,,826,,2.4562,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2021-Q3,2021-10-28,leading,,,2023-Q3,2023-10-19,,721,,2.6655,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2021-Q4,2022-02-03,leading,,,2023-Q3,2023-10-19,,623,,2.7206,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2022-Q1,2022-04-22,leading,,,2023-Q3,2023-10-19,,545,,2.6875,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2022-Q2,2022-07-14,leading,,,2023-Q3,2023-10-19,,462,,2.3754,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2022-Q3,2022-10-28,leading,,,2023-Q3,2023-10-19,,356,,1.9973,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2022-Q4,2023-01-25,leading,,,2023-Q3,2023-10-19,,267,,1.6412,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2023-Q1,2023-04-20,leading,,,2023-Q3,2023-10-19,,182,,1.3878,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2023-Q2,2023-07-14,leading,,,2023-Q3,2023-10-19,,97,,1.3805,SEK,optional_backfill_requires_verified_source
ARJO-B.ST,2023-Q4,2024-01-30,internal,2023-Q3,2023-10-19,2024-Q1,2024-04-18,103,79,79,1.7476,SEK,issuer_report_or_other_verified_source_required
ARJO-B.ST,2024-Q4,2025-01-30,internal,2024-Q3,2024-10-17,2025-Q1,2025-04-29,105,89,89,1.8321,SEK,issuer_report_or_other_verified_source_required
BAHN-B.ST,2026-Q2,2026-08-18,trailing,2026-Q1,2026-05-05,,,105,,,1.7206,SEK,verify_latest_period
BEIA-B.ST,2018-Q3,2018-10-25,leading,,,2023-Q3,2023-10-26,,1827,,7.592,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2018-Q4,2019-02-13,leading,,,2023-Q3,2023-10-26,,1716,,7.7794,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2019-Q1,2019-05-06,leading,,,2023-Q3,2023-10-26,,1634,,7.8424,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2019-Q2,2019-08-15,leading,,,2023-Q3,2023-10-26,,1533,,7.6018,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2019-Q3,2019-10-24,leading,,,2023-Q3,2023-10-26,,1463,,7.3296,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2019-Q4,2020-02-14,leading,,,2023-Q3,2023-10-26,,1350,,7.1488,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2020-Q1,2020-04-27,leading,,,2023-Q3,2023-10-26,,1277,,6.9347,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2020-Q2,2020-08-21,leading,,,2023-Q3,2023-10-26,,1161,,5.8826,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2020-Q3,2020-10-28,leading,,,2023-Q3,2023-10-26,,1093,,5.9042,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2020-Q4,2021-02-15,leading,,,2023-Q3,2023-10-26,,983,,6.5812,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2021-Q1,2021-04-26,leading,,,2023-Q3,2023-10-26,,913,,7.5338,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2021-Q2,2021-08-20,leading,,,2023-Q3,2023-10-26,,797,,9.004,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2021-Q3,2021-10-27,leading,,,2023-Q3,2023-10-26,,729,,9.5416,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2021-Q4,2022-02-16,leading,,,2023-Q3,2023-10-26,,617,,9.4305,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2022-Q1,2022-04-26,leading,,,2023-Q3,2023-10-26,,548,,9.6727,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2022-Q2,2022-08-19,leading,,,2023-Q3,2023-10-26,,433,,10.1241,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2022-Q3,2022-10-27,leading,,,2023-Q3,2023-10-26,,364,,10.6916,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2022-Q4,2023-02-15,leading,,,2023-Q3,2023-10-26,,253,,10.0295,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2023-Q1,2023-04-27,leading,,,2023-Q3,2023-10-26,,182,,9.462,SEK,optional_backfill_requires_verified_source
BEIA-B.ST,2023-Q2,2023-07-21,leading,,,2023-Q3,2023-10-26,,97,,8.614,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2018-Q3,2018-10-22,leading,,,2023-Q3,2023-10-24,,1828,,1.807,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2018-Q4,2019-01-30,leading,,,2023-Q3,2023-10-24,,1728,,1.8487,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2019-Q1,2019-04-16,leading,,,2023-Q3,2023-10-24,,1652,,1.9708,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2019-Q2,2019-07-12,leading,,,2023-Q3,2023-10-24,,1565,,1.9952,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2019-Q3,2019-10-22,leading,,,2023-Q3,2023-10-24,,1463,,2.0267,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2019-Q4,2020-01-30,leading,,,2023-Q3,2023-10-24,,1363,,2.0694,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2020-Q1,2020-04-21,leading,,,2023-Q3,2023-10-24,,1281,,1.9873,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2020-Q2,2020-07-15,leading,,,2023-Q3,2023-10-24,,1196,,1.7554,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2020-Q3,2020-10-20,leading,,,2023-Q3,2023-10-24,,1099,,1.7309,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2020-Q4,2021-01-28,leading,,,2023-Q3,2023-10-24,,999,,1.7309,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2021-Q1,2021-04-22,leading,,,2023-Q3,2023-10-24,,915,,1.8405,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2021-Q2,2021-07-15,leading,,,2023-Q3,2023-10-24,,831,,2.1705,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2021-Q3,2021-10-19,leading,,,2023-Q3,2023-10-24,,735,,2.182,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2021-Q4,2022-01-27,leading,,,2023-Q3,2023-10-24,,635,,2.3468,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2022-Q1,2022-04-21,leading,,,2023-Q3,2023-10-24,,551,,2.5663,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2022-Q2,2022-07-15,leading,,,2023-Q3,2023-10-24,,466,,2.8238,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2022-Q3,2022-10-20,leading,,,2023-Q3,2023-10-24,,369,,3.2521,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2022-Q4,2023-01-31,leading,,,2023-Q3,2023-10-24,,266,,3.006,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2023-Q1,2023-04-25,leading,,,2023-Q3,2023-10-24,,182,,3.181,SEK,optional_backfill_requires_verified_source
BEIJ-B.ST,2023-Q2,2023-07-20,leading,,,2023-Q3,2023-10-24,,96,,3.5869,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2018-Q3,2018-02-09,leading,,,2023-Q3,2023-10-19,,2078,,6.139,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2018-Q4,2018-05-16,leading,,,2023-Q3,2023-10-19,,1982,,6.3251,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2019-Q1,2018-07-20,leading,,,2023-Q3,2023-10-19,,1917,,6.252,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2019-Q2,2018-10-26,leading,,,2023-Q3,2023-10-19,,1819,,6.1089,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2019-Q3,2019-02-08,leading,,,2023-Q3,2023-10-19,,1714,,5.5906,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2019-Q4,2019-05-16,leading,,,2023-Q3,2023-10-19,,1617,,4.5956,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2020-Q1,2019-07-17,leading,,,2023-Q3,2023-10-19,,1555,,4.312,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2020-Q2,2019-10-25,leading,,,2023-Q3,2023-10-19,,1455,,4.4029,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2020-Q3,2020-02-07,leading,,,2023-Q3,2023-10-19,,1350,,4.7525,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2020-Q4,2020-05-15,leading,,,2023-Q3,2023-10-19,,1252,,5.6626,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2021-Q1,2020-07-15,leading,,,2023-Q3,2023-10-19,,1191,,6.1604,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2021-Q2,2020-10-22,leading,,,2023-Q3,2023-10-19,,1092,,6.4651,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2021-Q3,2021-02-05,leading,,,2023-Q3,2023-10-19,,986,,6.8905,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2021-Q4,2021-05-12,leading,,,2023-Q3,2023-10-19,,890,,7.1811,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2022-Q1,2021-07-14,leading,,,2023-Q3,2023-10-19,,827,,7.5483,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2022-Q2,2021-10-20,leading,,,2023-Q3,2023-10-19,,729,,7.7743,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2022-Q3,2022-02-09,leading,,,2023-Q3,2023-10-19,,617,,7.6953,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2022-Q4,2022-05-13,leading,,,2023-Q3,2023-10-19,,524,,7.8936,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2023-Q1,2022-07-13,leading,,,2023-Q3,2023-10-19,,463,,7.7813,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2023-Q2,2022-10-20,leading,,,2023-Q3,2023-10-19,,364,,7.4317,SEK,optional_backfill_requires_verified_source
BERG-B.ST,2025-Q4,2026-02-04,internal,2025-Q3,2025-10-22,2026-Q3,2026-02-04,105,0,0,-2.5868,SEK,issuer_report_or_other_verified_source_required
BERG-B.ST,2026-Q1,2026-05-13,internal,2026-Q3,2026-02-04,2026-Q4,2026-05-13,98,0,0,8.5113,SEK,issuer_report_or_other_verified_source_required
BERG-B.ST,2026-Q2,2026-07-16,internal,2026-Q4,2026-05-13,2027-Q1,2026-07-16,64,0,0,8.5268,SEK,issuer_report_or_other_verified_source_required
CAST.ST,2018-Q3,2018-10-17,leading,,,2023-Q3,2023-10-27,,1836,,23.076,SEK,optional_backfill_requires_verified_source
CAST.ST,2018-Q4,2019-01-23,leading,,,2023-Q3,2023-10-27,,1738,,22.9182,SEK,optional_backfill_requires_verified_source
CAST.ST,2019-Q1,2019-04-24,leading,,,2023-Q3,2023-10-27,,1647,,24.6894,SEK,optional_backfill_requires_verified_source
CAST.ST,2019-Q2,2019-07-12,leading,,,2023-Q3,2023-10-27,,1568,,23.41,SEK,optional_backfill_requires_verified_source
CAST.ST,2019-Q3,2019-10-18,leading,,,2023-Q3,2023-10-27,,1470,,18.5689,SEK,optional_backfill_requires_verified_source
CAST.ST,2019-Q4,2020-01-24,leading,,,2023-Q3,2023-10-27,,1372,,17.3728,SEK,optional_backfill_requires_verified_source
CAST.ST,2020-Q1,2020-04-24,leading,,,2023-Q3,2023-10-27,,1281,,14.7315,SEK,optional_backfill_requires_verified_source
CAST.ST,2020-Q2,2020-07-15,leading,,,2023-Q3,2023-10-27,,1199,,14.1391,SEK,optional_backfill_requires_verified_source
CAST.ST,2020-Q3,2020-10-15,leading,,,2023-Q3,2023-10-27,,1107,,14.0303,SEK,optional_backfill_requires_verified_source
CAST.ST,2020-Q4,2021-01-22,leading,,,2023-Q3,2023-10-27,,1008,,17.1998,SEK,optional_backfill_requires_verified_source
CAST.ST,2021-Q1,2021-04-21,leading,,,2023-Q3,2023-10-27,,919,,27.398,SEK,optional_backfill_requires_verified_source
CAST.ST,2021-Q2,2021-07-15,leading,,,2023-Q3,2023-10-27,,834,,29.4162,SEK,optional_backfill_requires_verified_source
CAST.ST,2021-Q3,2021-10-19,leading,,,2023-Q3,2023-10-27,,738,,30.9679,SEK,optional_backfill_requires_verified_source
CAST.ST,2021-Q4,2022-02-16,leading,,,2023-Q3,2023-10-27,,618,,34.5148,SEK,optional_backfill_requires_verified_source
CAST.ST,2022-Q1,2022-04-25,leading,,,2023-Q3,2023-10-27,,550,,31.8025,SEK,optional_backfill_requires_verified_source
CAST.ST,2022-Q2,2022-07-15,leading,,,2023-Q3,2023-10-27,,469,,35.041,SEK,optional_backfill_requires_verified_source
CAST.ST,2022-Q3,2022-10-20,leading,,,2023-Q3,2023-10-27,,372,,29.3458,SEK,optional_backfill_requires_verified_source
CAST.ST,2022-Q4,2023-02-13,leading,,,2023-Q3,2023-10-27,,256,,4.2025,SEK,optional_backfill_requires_verified_source
CAST.ST,2023-Q1,2023-04-26,leading,,,2023-Q3,2023-10-27,,184,,-15.7751,SEK,optional_backfill_requires_verified_source
CAST.ST,2023-Q2,2023-07-14,leading,,,2023-Q3,2023-10-27,,105,,-23.1952,SEK,optional_backfill_requires_verified_source
CLAS-B.ST,2024-Q3,2024-03-06,internal,2024-Q1,2024-03-06,2024-Q2,2024-06-05,0,91,91,10.7275,SEK,issuer_report_or_other_verified_source_required
CLAS-B.ST,2024-Q4,2024-06-05,internal,2024-Q2,2024-06-05,2025-Q1,2024-09-04,0,91,91,11.6189,SEK,issuer_report_or_other_verified_source_required
COOR.ST,2018-Q3,2018-10-24,leading,,,2023-Q3,2023-10-25,,1827,,1.1,SEK,optional_backfill_requires_verified_source
COOR.ST,2018-Q4,2019-02-21,leading,,,2023-Q3,2023-10-25,,1707,,1.0384,SEK,optional_backfill_requires_verified_source
COOR.ST,2019-Q1,2019-05-02,leading,,,2023-Q3,2023-10-25,,1637,,1.2872,SEK,optional_backfill_requires_verified_source
COOR.ST,2019-Q2,2019-07-18,leading,,,2023-Q3,2023-10-25,,1560,,1.5465,SEK,optional_backfill_requires_verified_source
COOR.ST,2019-Q3,2019-11-07,leading,,,2023-Q3,2023-10-25,,1448,,1.765,SEK,optional_backfill_requires_verified_source
COOR.ST,2019-Q4,2020-02-12,leading,,,2023-Q3,2023-10-25,,1351,,1.7666,SEK,optional_backfill_requires_verified_source
COOR.ST,2020-Q1,2020-04-28,leading,,,2023-Q3,2023-10-25,,1275,,1.6425,SEK,optional_backfill_requires_verified_source
COOR.ST,2020-Q2,2020-07-17,leading,,,2023-Q3,2023-10-25,,1195,,1.7278,SEK,optional_backfill_requires_verified_source
COOR.ST,2020-Q3,2020-11-04,leading,,,2023-Q3,2023-10-25,,1085,,1.9168,SEK,optional_backfill_requires_verified_source
COOR.ST,2020-Q4,2021-02-11,leading,,,2023-Q3,2023-10-25,,986,,1.9901,SEK,optional_backfill_requires_verified_source
COOR.ST,2021-Q1,2021-04-26,leading,,,2023-Q3,2023-10-25,,912,,2.2205,SEK,optional_backfill_requires_verified_source
COOR.ST,2021-Q2,2021-07-15,leading,,,2023-Q3,2023-10-25,,832,,2.5259,SEK,optional_backfill_requires_verified_source
COOR.ST,2021-Q3,2021-11-09,leading,,,2023-Q3,2023-10-25,,715,,2.6442,SEK,optional_backfill_requires_verified_source
COOR.ST,2021-Q4,2022-02-10,leading,,,2023-Q3,2023-10-25,,622,,2.7831,SEK,optional_backfill_requires_verified_source
COOR.ST,2022-Q1,2022-04-29,leading,,,2023-Q3,2023-10-25,,544,,3.1115,SEK,optional_backfill_requires_verified_source
COOR.ST,2022-Q2,2022-07-15,leading,,,2023-Q3,2023-10-25,,467,,3.0914,SEK,optional_backfill_requires_verified_source
COOR.ST,2022-Q3,2022-10-27,leading,,,2023-Q3,2023-10-25,,363,,2.7749,SEK,optional_backfill_requires_verified_source
COOR.ST,2022-Q4,2023-02-09,leading,,,2023-Q3,2023-10-25,,258,,2.6906,SEK,optional_backfill_requires_verified_source
COOR.ST,2023-Q1,2023-04-26,leading,,,2023-Q3,2023-10-25,,182,,2.3861,SEK,optional_backfill_requires_verified_source
COOR.ST,2023-Q2,2023-07-14,leading,,,2023-Q3,2023-10-25,,103,,1.9984,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2018-Q4,2018-08-30,leading,,,2023-Q4,2023-11-30,,1918,,3.4081,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2019-Q1,2018-11-29,leading,,,2023-Q4,2023-11-30,,1827,,3.1542,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2019-Q2,2019-02-22,leading,,,2023-Q4,2023-11-30,,1742,,3.1333,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2019-Q3,2019-05-29,leading,,,2023-Q4,2023-11-30,,1646,,3.0835,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2019-Q4,2019-08-22,leading,,,2023-Q4,2023-11-30,,1561,,2.9186,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2020-Q1,2019-11-28,leading,,,2023-Q4,2023-11-30,,1463,,3.1723,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2020-Q2,2020-02-20,leading,,,2023-Q4,2023-11-30,,1379,,2.8371,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2020-Q3,2020-05-29,leading,,,2023-Q4,2023-11-30,,1280,,3.0177,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2020-Q4,2020-08-26,leading,,,2023-Q4,2023-11-30,,1191,,3.4207,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2021-Q1,2020-11-26,leading,,,2023-Q4,2023-11-30,,1099,,3.4574,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2021-Q2,2021-02-25,leading,,,2023-Q4,2023-11-30,,1008,,3.282,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2021-Q3,2021-05-28,leading,,,2023-Q4,2023-11-30,,916,,3.0491,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2021-Q4,2021-08-25,leading,,,2023-Q4,2023-11-30,,827,,3.07,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2022-Q1,2021-11-25,leading,,,2023-Q4,2023-11-30,,735,,2.8266,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2022-Q2,2022-02-24,leading,,,2023-Q4,2023-11-30,,644,,3.0203,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2022-Q3,2022-05-25,leading,,,2023-Q4,2023-11-30,,554,,2.8449,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2022-Q4,2022-08-25,leading,,,2023-Q4,2023-11-30,,462,,2.1618,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2023-Q1,2022-11-24,leading,,,2023-Q4,2023-11-30,,371,,2.1278,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2023-Q2,2023-02-24,leading,,,2023-Q4,2023-11-30,,279,,2.4672,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2023-Q3,2023-05-25,leading,,,2023-Q4,2023-11-30,,189,,2.9323,SEK,optional_backfill_requires_verified_source
EKTA-B.ST,2024-Q4,2024-11-27,internal,2024-Q3,2024-08-28,2025-Q2,2024-11-27,91,0,0,2.6225,SEK,issuer_report_or_other_verified_source_required
EKTA-B.ST,2026-Q2,2026-05-28,internal,2026-Q1,2026-03-05,2026-Q4,2026-05-28,84,0,0,-1.3607,SEK,issuer_report_or_other_verified_source_required
EMBRAC-B.ST,2018-Q3,2018-02-14,leading,,,2023-Q3,2023-11-16,,2101,,2.3439,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2018-Q4,2018-05-16,leading,,,2023-Q3,2023-11-16,,2010,,3.4101,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2019-Q1,2018-08-15,leading,,,2023-Q3,2023-11-16,,1919,,3.5771,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2019-Q2,2018-11-14,leading,,,2023-Q3,2023-11-16,,1828,,3.6794,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2019-Q3,2019-02-13,leading,,,2023-Q3,2023-11-16,,1737,,3.5714,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2019-Q4,2019-05-22,leading,,,2023-Q3,2023-11-16,,1639,,2.5732,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2020-Q1,2019-08-14,leading,,,2023-Q3,2023-11-16,,1555,,2.7509,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2020-Q2,2019-11-14,leading,,,2023-Q3,2023-11-16,,1463,,2.9741,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2020-Q3,2020-02-19,leading,,,2023-Q3,2023-11-16,,1366,,4.1557,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2020-Q4,2020-05-20,leading,,,2023-Q3,2023-11-16,,1275,,2.4628,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2021-Q1,2020-08-13,leading,,,2023-Q3,2023-11-16,,1190,,2.3019,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2021-Q2,2020-11-18,leading,,,2023-Q3,2023-11-16,,1093,,-2.1124,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2021-Q3,2021-02-18,leading,,,2023-Q3,2023-11-16,,1001,,-8.2205,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2021-Q4,2021-05-20,leading,,,2023-Q3,2023-11-16,,910,,-14.3896,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2022-Q1,2021-08-18,leading,,,2023-Q3,2023-11-16,,820,,-24.546,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2022-Q2,2021-11-17,leading,,,2023-Q3,2023-11-16,,729,,-21.7397,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2022-Q3,2022-02-17,leading,,,2023-Q3,2023-11-16,,637,,-6.8194,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2022-Q4,2022-05-19,leading,,,2023-Q3,2023-11-16,,546,,7.3789,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2023-Q1,2022-08-18,leading,,,2023-Q3,2023-11-16,,455,,20.4305,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2023-Q2,2022-11-17,leading,,,2023-Q3,2023-11-16,,364,,33.2435,SEK,optional_backfill_requires_verified_source
EMBRAC-B.ST,2024-Q2,2024-08-15,internal,2024-Q1,2024-05-23,2025-Q1,2024-08-15,84,0,0,-101.3393,SEK,issuer_report_or_other_verified_source_required
EMBRAC-B.ST,2026-Q2,2025-11-13,internal,2025-Q3,2025-11-13,2026-Q3,2026-02-12,0,91,91,-23.6958,SEK,issuer_report_or_other_verified_source_required
EMBRAC-B.ST,2025-Q4,2026-02-12,internal,2025-Q3,2025-11-13,2026-Q3,2026-02-12,91,0,0,37.6422,SEK,issuer_report_or_other_verified_source_required
