ticker,report_period,report_date,gap_position,previous_comparable_period,previous_comparable_date,next_comparable_period,next_comparable_date,days_from_previous,days_to_next,stale_window_days,reference_eps_ttm,currency,recommended_action
SYSR.ST,2026-Q2,2026-06-10,internal,2026-Q1,2026-03-05,2026-Q4,2026-06-10,97,0,0,3.6633,SEK,issuer_report_or_other_verified_source_required
SYSR.ST,2026-Q3,2026-09-04,trailing,2026-Q4,2026-06-10,,,86,,,3.8374,SEK,verify_latest_period
TEL2-B.ST,2018-Q3,2018-10-18,leading,,,2023-Q3,2023-10-18,,1826,,1.2075,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2018-Q4,2019-02-13,leading,,,2023-Q3,2023-10-18,,1708,,1.8782,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2019-Q1,2019-04-24,leading,,,2023-Q3,2023-10-18,,1638,,2.4354,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2019-Q2,2019-07-17,leading,,,2023-Q3,2023-10-18,,1554,,1.8685,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2019-Q3,2019-10-17,leading,,,2023-Q3,2023-10-18,,1462,,2.491,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2019-Q4,2020-02-03,leading,,,2023-Q3,2023-10-18,,1353,,4.1671,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2020-Q1,2020-04-21,leading,,,2023-Q3,2023-10-18,,1275,,4.1854,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2020-Q2,2020-07-15,leading,,,2023-Q3,2023-10-18,,1190,,5.1794,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2020-Q3,2020-10-20,leading,,,2023-Q3,2023-10-18,,1093,,5.3297,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2020-Q4,2021-02-02,leading,,,2023-Q3,2023-10-18,,988,,10.1029,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2021-Q1,2021-04-22,leading,,,2023-Q3,2023-10-18,,909,,10.1178,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2021-Q2,2021-07-14,leading,,,2023-Q3,2023-10-18,,826,,10.5362,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2021-Q3,2021-10-19,leading,,,2023-Q3,2023-10-18,,729,,10.3561,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2021-Q4,2022-02-01,leading,,,2023-Q3,2023-10-18,,624,,5.7161,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2022-Q1,2022-04-21,leading,,,2023-Q3,2023-10-18,,545,,8.0458,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2022-Q2,2022-07-19,leading,,,2023-Q3,2023-10-18,,456,,7.6104,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2022-Q3,2022-10-20,leading,,,2023-Q3,2023-10-18,,363,,7.549,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2022-Q4,2023-01-31,leading,,,2023-Q3,2023-10-18,,260,,7.5718,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2023-Q1,2023-04-21,leading,,,2023-Q3,2023-10-18,,180,,5.2231,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2023-Q2,2023-07-18,leading,,,2023-Q3,2023-10-18,,92,,5.2871,SEK,optional_backfill_requires_verified_source
TEL2-B.ST,2023-Q4,2024-01-30,internal,2023-Q3,2023-10-18,2024-Q1,2024-04-18,104,79,79,5.3855,SEK,issuer_report_or_other_verified_source_required
TREL-B.ST,2018-Q3,2018-10-31,leading,,,2023-Q3,2023-10-26,,1821,,10.5639,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2018-Q4,2019-02-13,leading,,,2023-Q3,2023-10-26,,1716,,11.771,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2019-Q1,2019-04-26,leading,,,2023-Q3,2023-10-26,,1644,,11.5541,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2019-Q2,2019-07-18,leading,,,2023-Q3,2023-10-26,,1561,,11.2184,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2019-Q3,2019-10-24,leading,,,2023-Q3,2023-10-26,,1463,,10.7757,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2019-Q4,2020-02-12,leading,,,2023-Q3,2023-10-26,,1352,,-0.7341,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2020-Q1,2020-04-23,leading,,,2023-Q3,2023-10-26,,1281,,-0.8263,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2020-Q2,2020-07-20,leading,,,2023-Q3,2023-10-26,,1193,,-1.6896,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2020-Q3,2020-10-27,leading,,,2023-Q3,2023-10-26,,1094,,-1.7265,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2020-Q4,2021-02-10,leading,,,2023-Q3,2023-10-26,,988,,10.0047,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2021-Q1,2021-04-22,leading,,,2023-Q3,2023-10-26,,917,,11.0266,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2021-Q2,2021-07-22,leading,,,2023-Q3,2023-10-26,,826,,12.576,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2021-Q3,2021-10-27,leading,,,2023-Q3,2023-10-26,,729,,13.3765,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2021-Q4,2022-02-04,leading,,,2023-Q3,2023-10-26,,629,,13.7122,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2022-Q1,2022-04-27,leading,,,2023-Q3,2023-10-26,,547,,14.4465,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2022-Q2,2022-07-21,leading,,,2023-Q3,2023-10-26,,462,,16.4744,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2022-Q3,2022-10-26,leading,,,2023-Q3,2023-10-26,,365,,18.0504,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2022-Q4,2023-01-27,leading,,,2023-Q3,2023-10-26,,272,,19.9194,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2023-Q1,2023-04-27,leading,,,2023-Q3,2023-10-26,,182,,20.4388,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2023-Q2,2023-07-19,leading,,,2023-Q3,2023-10-26,,99,,42.5588,SEK,optional_backfill_requires_verified_source
TREL-B.ST,2023-Q4,2024-02-02,internal,2023-Q3,2023-10-26,2024-Q1,2024-04-24,99,82,82,39.9701,SEK,issuer_report_or_other_verified_source_required
VIT-B.ST,2018-Q3,2018-10-18,leading,,,2023-Q3,2023-10-19,,1827,,3.09,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2018-Q4,2019-02-13,leading,,,2023-Q3,2023-10-19,,1709,,3.1925,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2019-Q1,2019-04-10,leading,,,2023-Q3,2023-10-19,,1653,,3.3185,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2019-Q2,2019-07-11,leading,,,2023-Q3,2023-10-19,,1561,,3.4465,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2019-Q3,2019-10-17,leading,,,2023-Q3,2023-10-19,,1463,,3.5819,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2019-Q4,2020-02-13,leading,,,2023-Q3,2023-10-19,,1344,,3.1124,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2020-Q1,2020-04-17,leading,,,2023-Q3,2023-10-19,,1280,,2.9834,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2020-Q2,2020-07-10,leading,,,2023-Q3,2023-10-19,,1196,,3.8043,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2020-Q3,2020-10-15,leading,,,2023-Q3,2023-10-19,,1099,,3.9962,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2020-Q4,2021-02-11,leading,,,2023-Q3,2023-10-19,,980,,4.9036,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2021-Q1,2021-04-16,leading,,,2023-Q3,2023-10-19,,916,,5.3466,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2021-Q2,2021-07-15,leading,,,2023-Q3,2023-10-19,,826,,5.7691,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2021-Q3,2021-10-14,leading,,,2023-Q3,2023-10-19,,735,,5.1937,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2021-Q4,2022-02-11,leading,,,2023-Q3,2023-10-19,,615,,5.1937,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2022-Q1,2022-04-22,leading,,,2023-Q3,2023-10-19,,545,,5.1937,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2022-Q2,2022-07-15,leading,,,2023-Q3,2023-10-19,,461,,5.1937,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2022-Q3,2022-10-20,leading,,,2023-Q3,2023-10-19,,364,,5.1937,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2022-Q4,2023-02-01,leading,,,2023-Q3,2023-10-19,,260,,6.8736,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2023-Q1,2023-04-21,leading,,,2023-Q3,2023-10-19,,181,,7.1522,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2023-Q2,2023-07-14,leading,,,2023-Q3,2023-10-19,,97,,8.1557,SEK,optional_backfill_requires_verified_source
VIT-B.ST,2023-Q4,2024-02-01,internal,2023-Q3,2023-10-19,2024-Q1,2024-04-18,105,77,77,9.0363,SEK,issuer_report_or_other_verified_source_required
VIT-B.ST,2024-Q4,2025-02-05,internal,2024-Q3,2024-10-17,2025-Q1,2025-04-23,111,77,77,10.7393,SEK,issuer_report_or_other_verified_source_required
