date,base_currency,quote_currency,rate,yahoo_ticker
2021-01-11,EUR,SEK,10.06488037109375,EURSEK=X
2021-01-12,EUR,SEK,10.08633041381836,EURSEK=X
2021-01-13,EUR,SEK,10.06149959564209,EURSEK=X
2021-01-14,EUR,SEK,10.072099685668945,EURSEK=X
2021-01-15,EUR,SEK,10.099869728088379,EURSEK=X
2021-01-18,EUR,SEK,10.143600463867188,EURSEK=X
2021-01-19,EUR,SEK,10.134300231933594,EURSEK=X
2021-01-20,EUR,SEK,10.105179786682129,EURSEK=X
2021-01-21,EUR,SEK,10.100580215454102,EURSEK=X
2021-01-22,EUR,SEK,10.059060096740723,EURSEK=X
2021-01-25,EUR,SEK,10.095720291137695,EURSEK=X
2021-01-26,EUR,SEK,10.054289817810059,EURSEK=X
2021-01-27,EUR,SEK,10.092309951782227,EURSEK=X
2021-01-28,EUR,SEK,10.125659942626953,EURSEK=X
2021-01-29,EUR,SEK,10.112719535827637,EURSEK=X
2021-02-01,EUR,SEK,10.156590461730957,EURSEK=X
2021-02-02,EUR,SEK,10.157270431518555,EURSEK=X
2021-02-03,EUR,SEK,10.10811996459961,EURSEK=X
2021-02-04,EUR,SEK,10.109749794006348,EURSEK=X
2021-02-05,EUR,SEK,10.109060287475586,EURSEK=X
2021-02-08,EUR,SEK,10.088139533996582,EURSEK=X
2021-02-09,EUR,SEK,10.10669994354248,EURSEK=X
2021-02-10,EUR,SEK,10.084099769592285,EURSEK=X
2021-02-11,EUR,SEK,10.080900192260742,EURSEK=X
2021-02-12,EUR,SEK,10.087599754333496,EURSEK=X
2021-02-15,EUR,SEK,10.0600004196167,EURSEK=X
2021-02-16,EUR,SEK,10.04423999786377,EURSEK=X
2021-02-17,EUR,SEK,10.016989707946777,EURSEK=X
2021-02-18,EUR,SEK,10.023969650268555,EURSEK=X
2021-02-19,EUR,SEK,10.04580020904541,EURSEK=X
2021-02-22,EUR,SEK,10.023119926452637,EURSEK=X
2021-02-23,EUR,SEK,10.05813980102539,EURSEK=X
2021-02-24,EUR,SEK,10.059370040893555,EURSEK=X
2021-02-25,EUR,SEK,10.06110954284668,EURSEK=X
2021-02-26,EUR,SEK,10.098010063171387,EURSEK=X
2021-03-01,EUR,SEK,10.17570972442627,EURSEK=X
2021-03-02,EUR,SEK,10.14618968963623,EURSEK=X
2021-03-03,EUR,SEK,10.134400367736816,EURSEK=X
2021-03-04,EUR,SEK,10.158490180969238,EURSEK=X
2021-03-05,EUR,SEK,10.17240047454834,EURSEK=X
2021-03-08,EUR,SEK,10.158860206604004,EURSEK=X
2021-03-09,EUR,SEK,10.166259765625,EURSEK=X
2021-03-10,EUR,SEK,10.110030174255371,EURSEK=X
2021-03-11,EUR,SEK,10.111120223999023,EURSEK=X
2021-03-12,EUR,SEK,10.122300148010254,EURSEK=X
2021-03-15,EUR,SEK,10.137450218200684,EURSEK=X
2021-03-16,EUR,SEK,10.15429973602295,EURSEK=X
2021-03-17,EUR,SEK,10.116069793701172,EURSEK=X
2021-03-18,EUR,SEK,10.119660377502441,EURSEK=X
2021-03-19,EUR,SEK,10.146519660949707,EURSEK=X
2021-03-22,EUR,SEK,10.168230056762695,EURSEK=X
2021-03-23,EUR,SEK,10.155190467834473,EURSEK=X
2021-03-24,EUR,SEK,10.179750442504883,EURSEK=X
2021-03-25,EUR,SEK,10.158900260925293,EURSEK=X
2021-03-26,EUR,SEK,10.180890083312988,EURSEK=X
2021-03-29,EUR,SEK,10.189129829406738,EURSEK=X
2021-03-30,EUR,SEK,10.218449592590332,EURSEK=X
2021-03-31,EUR,SEK,10.23740005493164,EURSEK=X
2021-04-01,EUR,SEK,10.23682975769043,EURSEK=X
2021-04-02,EUR,SEK,10.263640403747559,EURSEK=X
2021-04-05,EUR,SEK,10.25790023803711,EURSEK=X
2021-04-06,EUR,SEK,10.280130386352539,EURSEK=X
2021-04-07,EUR,SEK,10.225740432739258,EURSEK=X
2021-04-08,EUR,SEK,10.240699768066406,EURSEK=X
2021-04-09,EUR,SEK,10.165499687194824,EURSEK=X
2021-04-12,EUR,SEK,10.162070274353027,EURSEK=X
2021-04-13,EUR,SEK,10.21183967590332,EURSEK=X
2021-04-14,EUR,SEK,10.166950225830078,EURSEK=X
2021-04-15,EUR,SEK,10.140979766845703,EURSEK=X
2021-04-16,EUR,SEK,10.107319831848145,EURSEK=X
2021-04-19,EUR,SEK,10.107290267944336,EURSEK=X
2021-04-20,EUR,SEK,10.106670379638672,EURSEK=X
2021-04-21,EUR,SEK,10.144920349121094,EURSEK=X
2021-04-22,EUR,SEK,10.115750312805176,EURSEK=X
2021-04-23,EUR,SEK,10.128299713134766,EURSEK=X
2021-04-26,EUR,SEK,10.144669532775879,EURSEK=X
2021-04-27,EUR,SEK,10.120409965515137,EURSEK=X
2021-04-28,EUR,SEK,10.120189666748047,EURSEK=X
2021-04-29,EUR,SEK,10.110899925231934,EURSEK=X
2021-04-30,EUR,SEK,10.145270347595215,EURSEK=X
2021-05-03,EUR,SEK,10.179240226745605,EURSEK=X
2021-05-04,EUR,SEK,10.15170955657959,EURSEK=X
2021-05-05,EUR,SEK,10.16746997833252,EURSEK=X
2021-05-06,EUR,SEK,10.174920082092285,EURSEK=X
2021-05-07,EUR,SEK,10.162569999694824,EURSEK=X
2021-05-10,EUR,SEK,10.105330467224121,EURSEK=X
2021-05-11,EUR,SEK,10.116259574890137,EURSEK=X
2021-05-12,EUR,SEK,10.103070259094238,EURSEK=X
2021-05-13,EUR,SEK,10.174570083618164,EURSEK=X
2021-05-14,EUR,SEK,10.147700309753418,EURSEK=X
2021-05-17,EUR,SEK,10.108969688415527,EURSEK=X
2021-05-18,EUR,SEK,10.117779731750488,EURSEK=X
2021-05-19,EUR,SEK,10.12399959564209,EURSEK=X
2021-05-20,EUR,SEK,10.165860176086426,EURSEK=X
2021-05-21,EUR,SEK,10.125690460205078,EURSEK=X
2021-05-24,EUR,SEK,10.129899978637695,EURSEK=X
2021-05-25,EUR,SEK,10.155360221862793,EURSEK=X
2021-05-26,EUR,SEK,10.112870216369629,EURSEK=X
2021-05-27,EUR,SEK,10.139780044555664,EURSEK=X
2021-05-28,EUR,SEK,10.087240219116211,EURSEK=X
2021-05-31,EUR,SEK,10.128520011901855,EURSEK=X
2021-06-01,EUR,SEK,10.13169002532959,EURSEK=X
2021-06-02,EUR,SEK,10.09850025177002,EURSEK=X
2021-06-03,EUR,SEK,10.095999717712402,EURSEK=X
2021-06-04,EUR,SEK,10.102109909057617,EURSEK=X
2021-06-07,EUR,SEK,10.069279670715332,EURSEK=X
2021-06-08,EUR,SEK,10.07096004486084,EURSEK=X
2021-06-09,EUR,SEK,10.06762981414795,EURSEK=X
2021-06-10,EUR,SEK,10.065340042114258,EURSEK=X
2021-06-11,EUR,SEK,10.042320251464844,EURSEK=X
2021-06-14,EUR,SEK,10.069100379943848,EURSEK=X
2021-06-15,EUR,SEK,10.083100318908691,EURSEK=X
2021-06-16,EUR,SEK,10.090620040893555,EURSEK=X
2021-06-17,EUR,SEK,10.146610260009766,EURSEK=X
2021-06-18,EUR,SEK,10.183910369873047,EURSEK=X
2021-06-21,EUR,SEK,10.213600158691406,EURSEK=X
2021-06-22,EUR,SEK,10.167590141296387,EURSEK=X
2021-06-23,EUR,SEK,10.121899604797363,EURSEK=X
2021-06-24,EUR,SEK,10.114100456237793,EURSEK=X
2021-06-25,EUR,SEK,10.108400344848633,EURSEK=X
2021-06-28,EUR,SEK,10.136839866638184,EURSEK=X
2021-06-29,EUR,SEK,10.14780044555664,EURSEK=X
2021-06-30,EUR,SEK,10.141119956970215,EURSEK=X
2021-07-01,EUR,SEK,10.102540016174316,EURSEK=X
2021-07-02,EUR,SEK,10.164389610290527,EURSEK=X
2021-07-05,EUR,SEK,10.13379955291748,EURSEK=X
2021-07-06,EUR,SEK,10.139300346374512,EURSEK=X
2021-07-07,EUR,SEK,10.159500122070312,EURSEK=X
2021-07-08,EUR,SEK,10.167699813842773,EURSEK=X
2021-07-09,EUR,SEK,10.181329727172852,EURSEK=X
2021-07-12,EUR,SEK,10.190449714660645,EURSEK=X
2021-07-13,EUR,SEK,10.181500434875488,EURSEK=X
2021-07-14,EUR,SEK,10.190560340881348,EURSEK=X
2021-07-15,EUR,SEK,10.180319786071777,EURSEK=X
2021-07-16,EUR,SEK,10.233110427856445,EURSEK=X
2021-07-19,EUR,SEK,10.251099586486816,EURSEK=X
2021-07-20,EUR,SEK,10.251110076904297,EURSEK=X
2021-07-21,EUR,SEK,10.248940467834473,EURSEK=X
2021-07-22,EUR,SEK,10.24489974975586,EURSEK=X
2021-07-23,EUR,SEK,10.218299865722656,EURSEK=X
2021-07-26,EUR,SEK,10.233309745788574,EURSEK=X
2021-07-27,EUR,SEK,10.178600311279297,EURSEK=X
2021-07-28,EUR,SEK,10.199000358581543,EURSEK=X
2021-07-29,EUR,SEK,10.177359580993652,EURSEK=X
2021-07-30,EUR,SEK,10.17041015625,EURSEK=X
2021-08-02,EUR,SEK,10.201290130615234,EURSEK=X
2021-08-03,EUR,SEK,10.202400207519531,EURSEK=X
2021-08-04,EUR,SEK,10.208979606628418,EURSEK=X
2021-08-05,EUR,SEK,10.189979553222656,EURSEK=X
2021-08-06,EUR,SEK,10.190400123596191,EURSEK=X
2021-08-09,EUR,SEK,10.195619583129883,EURSEK=X
2021-08-10,EUR,SEK,10.21619987487793,EURSEK=X
2021-08-11,EUR,SEK,10.21500015258789,EURSEK=X
2021-08-12,EUR,SEK,10.192580223083496,EURSEK=X
2021-08-13,EUR,SEK,10.191679954528809,EURSEK=X
2021-08-16,EUR,SEK,10.185400009155273,EURSEK=X
2021-08-17,EUR,SEK,10.183699607849121,EURSEK=X
2021-08-18,EUR,SEK,10.254500389099121,EURSEK=X
2021-08-19,EUR,SEK,10.223509788513184,EURSEK=X
2021-08-20,EUR,SEK,10.281240463256836,EURSEK=X
2021-08-23,EUR,SEK,10.296199798583984,EURSEK=X
2021-08-24,EUR,SEK,10.224920272827148,EURSEK=X
2021-08-25,EUR,SEK,10.211259841918945,EURSEK=X
2021-08-26,EUR,SEK,10.22346019744873,EURSEK=X
2021-08-27,EUR,SEK,10.218440055847168,EURSEK=X
2021-08-30,EUR,SEK,10.187299728393555,EURSEK=X
2021-08-31,EUR,SEK,10.174400329589844,EURSEK=X
2021-09-01,EUR,SEK,10.17982006072998,EURSEK=X
2021-09-02,EUR,SEK,10.19884967803955,EURSEK=X
2021-09-03,EUR,SEK,10.177169799804688,EURSEK=X
2021-09-06,EUR,SEK,10.156590461730957,EURSEK=X
2021-09-07,EUR,SEK,10.159059524536133,EURSEK=X
2021-09-08,EUR,SEK,10.173910140991211,EURSEK=X
2021-09-09,EUR,SEK,10.191800117492676,EURSEK=X
2021-09-10,EUR,SEK,10.179289817810059,EURSEK=X
2021-09-13,EUR,SEK,10.197589874267578,EURSEK=X
2021-09-14,EUR,SEK,10.15233039855957,EURSEK=X
2021-09-15,EUR,SEK,10.151860237121582,EURSEK=X
2021-09-16,EUR,SEK,10.14072036743164,EURSEK=X
2021-09-17,EUR,SEK,10.140910148620605,EURSEK=X
2021-09-20,EUR,SEK,10.17350959777832,EURSEK=X
2021-09-21,EUR,SEK,10.168279647827148,EURSEK=X
2021-09-22,EUR,SEK,10.184499740600586,EURSEK=X
2021-09-23,EUR,SEK,10.164899826049805,EURSEK=X
2021-09-24,EUR,SEK,10.131489753723145,EURSEK=X
2021-09-27,EUR,SEK,10.124500274658203,EURSEK=X
2021-09-28,EUR,SEK,10.173330307006836,EURSEK=X
2021-09-29,EUR,SEK,10.204099655151367,EURSEK=X
2021-09-30,EUR,SEK,10.19633960723877,EURSEK=X
2021-10-01,EUR,SEK,10.141630172729492,EURSEK=X
2021-10-04,EUR,SEK,10.140910148620605,EURSEK=X
2021-10-05,EUR,SEK,10.1358003616333,EURSEK=X
2021-10-06,EUR,SEK,10.1356201171875,EURSEK=X
2021-10-07,EUR,SEK,10.170909881591797,EURSEK=X
2021-10-08,EUR,SEK,10.147199630737305,EURSEK=X
2021-10-11,EUR,SEK,10.111129760742188,EURSEK=X
2021-10-12,EUR,SEK,10.134099960327148,EURSEK=X
2021-10-13,EUR,SEK,10.125320434570312,EURSEK=X
2021-10-14,EUR,SEK,10.073390007019043,EURSEK=X
2021-10-15,EUR,SEK,10.011119842529297,EURSEK=X
2021-10-18,EUR,SEK,9.980620384216309,EURSEK=X
2021-10-19,EUR,SEK,10.057100296020508,EURSEK=X
2021-10-20,EUR,SEK,10.032890319824219,EURSEK=X
2021-10-21,EUR,SEK,10.004300117492676,EURSEK=X
2021-10-22,EUR,SEK,9.997900009155273,EURSEK=X
2021-10-25,EUR,SEK,9.989899635314941,EURSEK=X
2021-10-26,EUR,SEK,9.990509986877441,EURSEK=X
2021-10-27,EUR,SEK,9.987369537353516,EURSEK=X
2021-10-28,EUR,SEK,9.960060119628906,EURSEK=X
2021-10-29,EUR,SEK,9.941240310668945,EURSEK=X
2021-11-01,EUR,SEK,9.934300422668457,EURSEK=X
2021-11-02,EUR,SEK,9.876299858093262,EURSEK=X
2021-11-03,EUR,SEK,9.925339698791504,EURSEK=X
2021-11-04,EUR,SEK,9.905119895935059,EURSEK=X
2021-11-05,EUR,SEK,9.917900085449219,EURSEK=X
2021-11-08,EUR,SEK,9.911499977111816,EURSEK=X
2021-11-09,EUR,SEK,9.93280029296875,EURSEK=X
2021-11-10,EUR,SEK,9.945599555969238,EURSEK=X
2021-11-11,EUR,SEK,9.991290092468262,EURSEK=X
2021-11-12,EUR,SEK,9.968899726867676,EURSEK=X
2021-11-15,EUR,SEK,10.02101993560791,EURSEK=X
2021-11-16,EUR,SEK,10.006050109863281,EURSEK=X
2021-11-17,EUR,SEK,10.069680213928223,EURSEK=X
2021-11-18,EUR,SEK,10.03125,EURSEK=X
2021-11-19,EUR,SEK,10.07865047454834,EURSEK=X
2021-11-22,EUR,SEK,10.09784984588623,EURSEK=X
2021-11-23,EUR,SEK,10.107839584350586,EURSEK=X
2021-11-24,EUR,SEK,10.149270057678223,EURSEK=X
2021-11-25,EUR,SEK,10.220540046691895,EURSEK=X
2021-11-26,EUR,SEK,10.211899757385254,EURSEK=X
2021-11-29,EUR,SEK,10.328319549560547,EURSEK=X
2021-11-30,EUR,SEK,10.23231029510498,EURSEK=X
2021-12-01,EUR,SEK,10.22620964050293,EURSEK=X
2021-12-02,EUR,SEK,10.281999588012695,EURSEK=X
2021-12-03,EUR,SEK,10.231340408325195,EURSEK=X
2021-12-06,EUR,SEK,10.339599609375,EURSEK=X
2021-12-07,EUR,SEK,10.257100105285645,EURSEK=X
2021-12-08,EUR,SEK,10.260199546813965,EURSEK=X
2021-12-09,EUR,SEK,10.248530387878418,EURSEK=X
2021-12-10,EUR,SEK,10.235830307006836,EURSEK=X
2021-12-13,EUR,SEK,10.243769645690918,EURSEK=X
2021-12-14,EUR,SEK,10.257519721984863,EURSEK=X
2021-12-15,EUR,SEK,10.284199714660645,EURSEK=X
2021-12-16,EUR,SEK,10.25220012664795,EURSEK=X
2021-12-17,EUR,SEK,10.234999656677246,EURSEK=X
2021-12-20,EUR,SEK,10.28693962097168,EURSEK=X
2021-12-21,EUR,SEK,10.311980247497559,EURSEK=X
2021-12-22,EUR,SEK,10.302729606628418,EURSEK=X
2021-12-23,EUR,SEK,10.284549713134766,EURSEK=X
2021-12-24,EUR,SEK,10.279390335083008,EURSEK=X
2021-12-27,EUR,SEK,10.317060470581055,EURSEK=X
2021-12-28,EUR,SEK,10.313830375671387,EURSEK=X
2021-12-29,EUR,SEK,10.234749794006348,EURSEK=X
2021-12-30,EUR,SEK,10.252479553222656,EURSEK=X
2021-12-31,EUR,SEK,10.242959976196289,EURSEK=X
2022-01-03,EUR,SEK,10.285940170288086,EURSEK=X
2022-01-04,EUR,SEK,10.291839599609375,EURSEK=X
2022-01-05,EUR,SEK,10.265999794006348,EURSEK=X
2022-01-06,EUR,SEK,10.306340217590332,EURSEK=X
2022-01-07,EUR,SEK,10.329339981079102,EURSEK=X
2022-01-10,EUR,SEK,10.280969619750977,EURSEK=X
2022-01-11,EUR,SEK,10.290730476379395,EURSEK=X
2022-01-12,EUR,SEK,10.269479751586914,EURSEK=X
2022-01-13,EUR,SEK,10.228699684143066,EURSEK=X
2022-01-14,EUR,SEK,10.231380462646484,EURSEK=X
2022-01-17,EUR,SEK,10.298359870910645,EURSEK=X
2022-01-18,EUR,SEK,10.288140296936035,EURSEK=X
2022-01-19,EUR,SEK,10.334320068359375,EURSEK=X
2022-01-20,EUR,SEK,10.336039543151855,EURSEK=X
2022-01-21,EUR,SEK,10.432600021362305,EURSEK=X
2022-01-24,EUR,SEK,10.426619529724121,EURSEK=X
2022-01-25,EUR,SEK,10.487669944763184,EURSEK=X
2022-01-26,EUR,SEK,10.461959838867188,EURSEK=X
2022-01-27,EUR,SEK,10.458100318908691,EURSEK=X
2022-01-28,EUR,SEK,10.461099624633789,EURSEK=X
2022-01-31,EUR,SEK,10.507340431213379,EURSEK=X
2022-02-01,EUR,SEK,10.477120399475098,EURSEK=X
2022-02-02,EUR,SEK,10.430439949035645,EURSEK=X
2022-02-03,EUR,SEK,10.395380020141602,EURSEK=X
2022-02-04,EUR,SEK,10.402939796447754,EURSEK=X
2022-02-07,EUR,SEK,10.472160339355469,EURSEK=X
2022-02-08,EUR,SEK,10.431790351867676,EURSEK=X
2022-02-09,EUR,SEK,10.43694019317627,EURSEK=X
2022-02-10,EUR,SEK,10.396650314331055,EURSEK=X
2022-02-11,EUR,SEK,10.63129997253418,EURSEK=X
2022-02-14,EUR,SEK,10.571800231933594,EURSEK=X
2022-02-15,EUR,SEK,10.611040115356445,EURSEK=X
2022-02-16,EUR,SEK,10.546799659729004,EURSEK=X
2022-02-17,EUR,SEK,10.541359901428223,EURSEK=X
2022-02-18,EUR,SEK,10.610349655151367,EURSEK=X
2022-02-21,EUR,SEK,10.63817024230957,EURSEK=X
2022-02-22,EUR,SEK,10.679420471191406,EURSEK=X
2022-02-23,EUR,SEK,10.560239791870117,EURSEK=X
2022-02-24,EUR,SEK,10.61178970336914,EURSEK=X
2022-02-25,EUR,SEK,10.628740310668945,EURSEK=X
2022-02-28,EUR,SEK,10.656820297241211,EURSEK=X
2022-03-01,EUR,SEK,10.602899551391602,EURSEK=X
2022-03-02,EUR,SEK,10.701009750366211,EURSEK=X
2022-03-03,EUR,SEK,10.744190216064453,EURSEK=X
2022-03-04,EUR,SEK,10.78145980834961,EURSEK=X
2022-03-07,EUR,SEK,10.788900375366211,EURSEK=X
2022-03-08,EUR,SEK,10.846879959106445,EURSEK=X
2022-03-09,EUR,SEK,10.829899787902832,EURSEK=X
2022-03-10,EUR,SEK,10.71621036529541,EURSEK=X
2022-03-11,EUR,SEK,10.646949768066406,EURSEK=X
2022-03-14,EUR,SEK,10.628089904785156,EURSEK=X
2022-03-15,EUR,SEK,10.521400451660156,EURSEK=X
2022-03-16,EUR,SEK,10.522520065307617,EURSEK=X
2022-03-17,EUR,SEK,10.387550354003906,EURSEK=X
2022-03-18,EUR,SEK,10.4302396774292,EURSEK=X
2022-03-21,EUR,SEK,10.40308952331543,EURSEK=X
2022-03-22,EUR,SEK,10.45853042602539,EURSEK=X
2022-03-23,EUR,SEK,10.411319732666016,EURSEK=X
2022-03-24,EUR,SEK,10.394610404968262,EURSEK=X
2022-03-25,EUR,SEK,10.348600387573242,EURSEK=X
2022-03-28,EUR,SEK,10.337579727172852,EURSEK=X
2022-03-29,EUR,SEK,10.423500061035156,EURSEK=X
2022-03-30,EUR,SEK,10.341360092163086,EURSEK=X
2022-03-31,EUR,SEK,10.324660301208496,EURSEK=X
2022-04-01,EUR,SEK,10.39408016204834,EURSEK=X
2022-04-04,EUR,SEK,10.346799850463867,EURSEK=X
2022-04-05,EUR,SEK,10.339859962463379,EURSEK=X
2022-04-06,EUR,SEK,10.273260116577148,EURSEK=X
2022-04-07,EUR,SEK,10.336810111999512,EURSEK=X
2022-04-08,EUR,SEK,10.280119895935059,EURSEK=X
2022-04-11,EUR,SEK,10.27344036102295,EURSEK=X
2022-04-12,EUR,SEK,10.346599578857422,EURSEK=X
2022-04-13,EUR,SEK,10.302900314331055,EURSEK=X
2022-04-14,EUR,SEK,10.316349983215332,EURSEK=X
2022-04-15,EUR,SEK,10.307869911193848,EURSEK=X
2022-04-18,EUR,SEK,10.344260215759277,EURSEK=X
2022-04-19,EUR,SEK,10.319820404052734,EURSEK=X
2022-04-20,EUR,SEK,10.288269996643066,EURSEK=X
2022-04-21,EUR,SEK,10.247540473937988,EURSEK=X
2022-04-22,EUR,SEK,10.302000045776367,EURSEK=X
2022-04-25,EUR,SEK,10.296099662780762,EURSEK=X
2022-04-26,EUR,SEK,10.389650344848633,EURSEK=X
2022-04-27,EUR,SEK,10.467599868774414,EURSEK=X
2022-04-28,EUR,SEK,10.38640022277832,EURSEK=X
2022-04-29,EUR,SEK,10.376500129699707,EURSEK=X
2022-05-02,EUR,SEK,10.348520278930664,EURSEK=X
2022-05-03,EUR,SEK,10.415360450744629,EURSEK=X
2022-05-04,EUR,SEK,10.36637020111084,EURSEK=X
2022-05-05,EUR,SEK,10.34119987487793,EURSEK=X
2022-05-06,EUR,SEK,10.48451042175293,EURSEK=X
2022-05-09,EUR,SEK,10.501480102539062,EURSEK=X
2022-05-10,EUR,SEK,10.638959884643555,EURSEK=X
2022-05-11,EUR,SEK,10.60634994506836,EURSEK=X
2022-05-12,EUR,SEK,10.593689918518066,EURSEK=X
2022-05-13,EUR,SEK,10.539420127868652,EURSEK=X
2022-05-16,EUR,SEK,10.470199584960938,EURSEK=X
2022-05-17,EUR,SEK,10.494999885559082,EURSEK=X
2022-05-18,EUR,SEK,10.464300155639648,EURSEK=X
2022-05-19,EUR,SEK,10.496609687805176,EURSEK=X
2022-05-20,EUR,SEK,10.498700141906738,EURSEK=X
2022-05-23,EUR,SEK,10.499059677124023,EURSEK=X
2022-05-24,EUR,SEK,10.49586009979248,EURSEK=X
2022-05-25,EUR,SEK,10.470399856567383,EURSEK=X
2022-05-26,EUR,SEK,10.496489524841309,EURSEK=X
2022-05-27,EUR,SEK,10.579730033874512,EURSEK=X
2022-05-30,EUR,SEK,10.538629531860352,EURSEK=X
2022-05-31,EUR,SEK,10.497650146484375,EURSEK=X
2022-06-01,EUR,SEK,10.456780433654785,EURSEK=X
2022-06-02,EUR,SEK,10.462309837341309,EURSEK=X
2022-06-03,EUR,SEK,10.41919994354248,EURSEK=X
2022-06-06,EUR,SEK,10.471619606018066,EURSEK=X
2022-06-07,EUR,SEK,10.472319602966309,EURSEK=X
2022-06-08,EUR,SEK,10.480999946594238,EURSEK=X
2022-06-09,EUR,SEK,10.530550003051758,EURSEK=X
2022-06-10,EUR,SEK,10.516449928283691,EURSEK=X
2022-06-13,EUR,SEK,10.546680450439453,EURSEK=X
2022-06-14,EUR,SEK,10.61443042755127,EURSEK=X
2022-06-15,EUR,SEK,10.622030258178711,EURSEK=X
2022-06-16,EUR,SEK,10.62992000579834,EURSEK=X
2022-06-17,EUR,SEK,10.704970359802246,EURSEK=X
2022-06-20,EUR,SEK,10.679059982299805,EURSEK=X
2022-06-21,EUR,SEK,10.637900352478027,EURSEK=X
2022-06-22,EUR,SEK,10.624719619750977,EURSEK=X
2022-06-23,EUR,SEK,10.648909568786621,EURSEK=X
2022-06-24,EUR,SEK,10.709400177001953,EURSEK=X
2022-06-27,EUR,SEK,10.689120292663574,EURSEK=X
2022-06-28,EUR,SEK,10.646360397338867,EURSEK=X
2022-06-29,EUR,SEK,10.678299903869629,EURSEK=X
2022-06-30,EUR,SEK,10.68960952758789,EURSEK=X
2022-07-01,EUR,SEK,10.720769882202148,EURSEK=X
2022-07-04,EUR,SEK,10.737899780273438,EURSEK=X
2022-07-05,EUR,SEK,10.779500007629395,EURSEK=X
2022-07-06,EUR,SEK,10.786520004272461,EURSEK=X
2022-07-07,EUR,SEK,10.720109939575195,EURSEK=X
2022-07-08,EUR,SEK,10.69219970703125,EURSEK=X
2022-07-11,EUR,SEK,10.710989952087402,EURSEK=X
2022-07-12,EUR,SEK,10.66392993927002,EURSEK=X
2022-07-13,EUR,SEK,10.597689628601074,EURSEK=X
2022-07-14,EUR,SEK,10.620539665222168,EURSEK=X
2022-07-15,EUR,SEK,10.599010467529297,EURSEK=X
2022-07-18,EUR,SEK,10.55739974975586,EURSEK=X
2022-07-19,EUR,SEK,10.543000221252441,EURSEK=X
2022-07-20,EUR,SEK,10.456299781799316,EURSEK=X
2022-07-21,EUR,SEK,10.434820175170898,EURSEK=X
2022-07-22,EUR,SEK,10.419750213623047,EURSEK=X
2022-07-25,EUR,SEK,10.433309555053711,EURSEK=X
2022-07-26,EUR,SEK,10.413800239562988,EURSEK=X
2022-07-27,EUR,SEK,10.4439697265625,EURSEK=X
2022-07-28,EUR,SEK,10.42908000946045,EURSEK=X
2022-07-29,EUR,SEK,10.39957046508789,EURSEK=X
2022-08-01,EUR,SEK,10.359600067138672,EURSEK=X
2022-08-02,EUR,SEK,10.381939888000488,EURSEK=X
2022-08-03,EUR,SEK,10.414190292358398,EURSEK=X
2022-08-04,EUR,SEK,10.378459930419922,EURSEK=X
2022-08-05,EUR,SEK,10.35575008392334,EURSEK=X
2022-08-08,EUR,SEK,10.378689765930176,EURSEK=X
2022-08-09,EUR,SEK,10.318110466003418,EURSEK=X
2022-08-10,EUR,SEK,10.370960235595703,EURSEK=X
2022-08-11,EUR,SEK,10.351900100708008,EURSEK=X
2022-08-12,EUR,SEK,10.362110137939453,EURSEK=X
2022-08-15,EUR,SEK,10.463939666748047,EURSEK=X
2022-08-16,EUR,SEK,10.479040145874023,EURSEK=X
2022-08-17,EUR,SEK,10.508370399475098,EURSEK=X
2022-08-18,EUR,SEK,10.575499534606934,EURSEK=X
2022-08-19,EUR,SEK,10.60120964050293,EURSEK=X
2022-08-22,EUR,SEK,10.631819725036621,EURSEK=X
2022-08-23,EUR,SEK,10.64126968383789,EURSEK=X
2022-08-24,EUR,SEK,10.593939781188965,EURSEK=X
2022-08-25,EUR,SEK,10.567290306091309,EURSEK=X
2022-08-26,EUR,SEK,10.549909591674805,EURSEK=X
2022-08-29,EUR,SEK,10.579480171203613,EURSEK=X
2022-08-30,EUR,SEK,10.662400245666504,EURSEK=X
2022-08-31,EUR,SEK,10.693510055541992,EURSEK=X
2022-09-01,EUR,SEK,10.718299865722656,EURSEK=X
2022-09-02,EUR,SEK,10.735679626464844,EURSEK=X
2022-09-05,EUR,SEK,10.73173999786377,EURSEK=X
2022-09-06,EUR,SEK,10.724360466003418,EURSEK=X
2022-09-07,EUR,SEK,10.690469741821289,EURSEK=X
2022-09-08,EUR,SEK,10.697150230407715,EURSEK=X
2022-09-09,EUR,SEK,10.704890251159668,EURSEK=X
2022-09-12,EUR,SEK,10.654040336608887,EURSEK=X
2022-09-13,EUR,SEK,10.60949993133545,EURSEK=X
2022-09-14,EUR,SEK,10.660699844360352,EURSEK=X
2022-09-15,EUR,SEK,10.672209739685059,EURSEK=X
2022-09-16,EUR,SEK,10.729129791259766,EURSEK=X
2022-09-19,EUR,SEK,10.749799728393555,EURSEK=X
2022-09-20,EUR,SEK,10.79446029663086,EURSEK=X
2022-09-21,EUR,SEK,10.859869956970215,EURSEK=X
2022-09-22,EUR,SEK,10.904800415039062,EURSEK=X
2022-09-23,EUR,SEK,10.886919975280762,EURSEK=X
2022-09-26,EUR,SEK,10.941920280456543,EURSEK=X
2022-09-27,EUR,SEK,10.893630027770996,EURSEK=X
2022-09-28,EUR,SEK,10.901740074157715,EURSEK=X
2022-09-29,EUR,SEK,10.897150039672852,EURSEK=X
2022-09-30,EUR,SEK,10.946610450744629,EURSEK=X
2022-10-03,EUR,SEK,10.869460105895996,EURSEK=X
