ticker,report_period,report_date,eps_ttm,currency
ESSITY-B.ST,2026-Q1,2026-04-23,18.0,SEK
ESSITY-B.ST,2026-Q2,2026-07-16,17.48,SEK
EVO.ST,2024-Q1,2024-04-24,5.11,EUR
EVO.ST,2024-Q2,2024-07-19,5.15,EUR
EVO.ST,2024-Q3,2024-10-24,5.44,EUR
EVO.ST,2024-Q4,2025-01-30,6.02,EUR
EVO.ST,2025-Q1,2025-04-30,6.01,EUR
EVO.ST,2025-Q2,2025-07-17,5.94,EUR
EVO.ST,2025-Q3,2025-10-23,5.64,EUR
EVO.ST,2025-Q4,2026-02-05,5.33,EUR
EVO.ST,2026-Q1,2026-04-22,5.27,EUR
EVO.ST,2026-Q2,2026-07-17,5.32,EUR
FABG.ST,2024-Q1,2024-04-25,3.6245,SEK
FABG.ST,2024-Q2,2024-07-05,3.569,SEK
FABG.ST,2024-Q3,2024-10-22,3.4251,SEK
FABG.ST,2024-Q4,2025-02-06,3.3948,SEK
FABG.ST,2025-Q1,2025-04-14,3.2838,SEK
FABG.ST,2025-Q2,2025-07-07,3.3898,SEK
FABG.ST,2025-Q3,2025-10-21,3.4907,SEK
FABG.ST,2025-Q4,2026-02-05,3.5866,SEK
FABG.ST,2026-Q1,2026-04-23,3.8012,SEK
FABG.ST,2026-Q2,2026-07-06,3.8794,SEK
