ticker,period_end,report_date,report_lag_days,eps_ttm,currency,alignment_status,eps_source,date_status
ALIG.ST,2024-09-30,2024-10-29,29,5.15,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIG.ST,2024-12-31,2025-02-13,44,5.87,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIG.ST,2025-03-31,2025-04-24,24,6.36,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIG.ST,2025-06-30,2025-07-18,18,6.75,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIG.ST,2025-09-30,2025-10-23,23,6.510000000000001,SEK,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS,existing_canonical
ALIG.ST,2025-12-31,2026-02-10,41,5.65,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIG.ST,2026-03-31,2026-04-28,28,5.3,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIG.ST,2026-06-30,2026-07-17,17,5.14,SEK,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIV-SDB.ST,2023-09-30,2023-10-20,20,4.83,USD,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIV-SDB.ST,2023-12-31,2024-01-26,26,5.72,USD,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIV-SDB.ST,2024-03-31,2024-04-26,26,6.38,USD,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
ALIV-SDB.ST,2024-06-30,2024-07-19,19,7.48,USD,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries,existing_canonical
