ticker,report_period,report_date,eps_ttm,currency
BAHN B,2026-Q1,2026-05-05,1.72,SEK
BAHN B,2026-Q2,2026-08-18,1.71,SEK
ATT,2026-Q2,2026-08-20,6.81,SEK
HOLM A,2026-Q1,2026-04-28,17.7,SEK
HOLM A,2026-Q2,2026-08-20,17.20,SEK
VIVA,2026-Q1,2026-05-07,2.37,SEK
VIVA,2026-Q2,2026-08-20,2.31,SEK
HUFV A,2026-Q1,2026-05-07,6.5369,SEK
HUFV A,2026-Q2,2026-08-20,6.63,SEK
NIBE B,2026-Q1,2026-05-19,1.19,SEK
NIBE B,2026-Q2,2026-08-21,1.31,SEK
