ticker,period_end,report_date,observed_date,metric,eps,eps_currency,source
LUMI.ST,2025-09-30,,2026-08-31,manualDilutedEPS,0.19,USD,Lundin Mining Q3 2025 financial statements / Diluted EPS attributable to shareholders
